Chile, Deaths (period 1x5), 	Last modified: 18 Apr 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1992-1994        0              5126.00         6330.05        11456.05
1992-1994        1               411.00          584.00          995.00
1992-1994        2               240.00          316.00          556.00
1992-1994        3               161.00          251.01          412.01
1992-1994        4               110.00          161.00          271.00
1992-1994        5               120.00          141.01          261.01
1992-1994        6               106.00          127.00          233.00
1992-1994        7                79.00          120.00          199.00
1992-1994        8                73.00          120.00          193.00
1992-1994        9                75.00          107.00          182.00
1992-1994       10                73.00          109.00          182.00
1992-1994       11                85.00          129.00          214.00
1992-1994       12                72.00          125.00          197.00
1992-1994       13                83.00          137.00          220.00
1992-1994       14                90.00          173.00          263.00
1992-1994       15               126.00          186.01          312.01
1992-1994       16               143.00          273.00          416.00
1992-1994       17               124.00          357.00          481.00
1992-1994       18               130.00          389.00          519.00
1992-1994       19               133.00          442.00          575.00
1992-1994       20               154.00          514.00          668.00
1992-1994       21               151.00          568.01          719.01
1992-1994       22               161.00          552.00          713.00
1992-1994       23               154.00          595.01          749.01
1992-1994       24               147.00          548.01          695.01
1992-1994       25               172.00          653.00          825.00
1992-1994       26               177.00          645.01          822.01
1992-1994       27               169.00          655.00          824.00
1992-1994       28               215.00          646.00          861.00
1992-1994       29               190.00          651.01          841.01
1992-1994       30               212.00          692.01          904.01
1992-1994       31               228.00          622.01          850.01
1992-1994       32               207.00          702.01          909.01
1992-1994       33               215.00          657.00          872.00
1992-1994       34               247.00          645.01          892.01
1992-1994       35               284.00          715.01          999.01
1992-1994       36               278.00          670.01          948.01
1992-1994       37               314.00          683.01          997.01
1992-1994       38               352.00          667.00         1019.00
1992-1994       39               353.00          674.01         1027.01
1992-1994       40               331.00          680.00         1011.00
1992-1994       41               405.00          740.01         1145.01
1992-1994       42               403.00          803.00         1206.00
1992-1994       43               412.00          746.00         1158.00
1992-1994       44               471.00          762.01         1233.01
1992-1994       45               505.00          909.01         1414.01
1992-1994       46               540.00          930.01         1470.01
1992-1994       47               580.00          933.00         1513.00
1992-1994       48               589.00          980.01         1569.01
1992-1994       49               630.00         1047.01         1677.01
1992-1994       50               670.00         1141.00         1811.00
1992-1994       51               743.00         1109.01         1852.01
1992-1994       52               730.00         1241.01         1971.01
1992-1994       53               819.00         1221.01         2040.01
1992-1994       54               796.00         1307.01         2103.01
