Slovenia, Exposure to risk (period 1x10), 	Last modified: 01 Nov 2021;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1983-1989        0             88004.20        92586.88       180591.08
1983-1989        1             90255.74        94857.56       185113.30
1983-1989        2             92437.50        97192.29       189629.79
1983-1989        3             94719.22       100074.43       194793.65
1983-1989        4             96830.09       102863.57       199693.67
1983-1989        5             98336.60       105111.15       203447.76
1983-1989        6            100056.81       106852.86       206909.66
1983-1989        7            101452.12       108295.86       209747.98
1983-1989        8            102060.30       108777.26       210837.56
1983-1989        9            101772.53       108679.60       210452.12
1983-1989       10            101153.82       107829.29       208983.11
1983-1989       11            100439.85       106630.37       207070.22
1983-1989       12             99442.32       105104.30       204546.62
1983-1989       13             98273.00       103770.49       202043.49
1983-1989       14             97062.22       102684.53       199746.75
1983-1989       15             96961.41       102252.07       199213.48
1983-1989       16             97552.18       102087.42       199639.60
1983-1989       17             98568.48       102306.58       200875.07
1983-1989       18             99848.96       102405.53       202254.49
1983-1989       19            101746.01       103077.04       204823.05
1983-1989       20            103612.83       103878.83       207491.67
1983-1989       21            105600.67       104914.83       210515.50
1983-1989       22            106983.17       105755.33       212738.50
1983-1989       23            107503.83       106220.33       213724.17
1983-1989       24            107484.17       106703.00       214187.17
1983-1989       25            107886.00       107845.00       215731.00
1983-1989       26            109026.17       109774.67       218800.83
1983-1989       27            110145.50       111808.33       221953.83
1983-1989       28            110863.67       113535.67       224399.33
1983-1989       29            111386.50       115523.00       226909.50
1983-1989       30            112314.83       117523.33       229838.17
1983-1989       31            113000.83       118939.17       231940.00
1983-1989       32            113225.33       120050.50       233275.83
1983-1989       33            112287.00       119916.33       232203.33
1983-1989       34            110076.00       118061.83       228137.83
1983-1989       35            107714.67       115496.67       223211.33
1983-1989       36            104512.17       111946.00       216458.17
1983-1989       37             99305.17       105982.50       205287.67
1983-1989       38             93667.00        99836.50       193503.50
1983-1989       39             89962.33        95525.67       185488.00
1983-1989       40             87515.50        92283.83       179799.33
