Lithuania, Exposure to risk (period 1x10), 	Last modified: 29 Jan 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1960-1969        0            274342.45       286218.84       560561.29
1960-1969        1            277456.28       288286.42       565742.70
1960-1969        2            279281.49       289918.53       569200.02
1960-1969        3            279658.88       290355.88       570014.76
1960-1969        4            279872.14       290037.97       569910.10
1960-1969        5            279234.35       288898.55       568132.90
1960-1969        6            276587.81       285780.46       562368.27
1960-1969        7            272647.67       281264.78       553912.44
1960-1969        8            267183.94       275544.49       542728.42
1960-1969        9            261429.55       269704.38       531133.93
1960-1969       10            255115.36       263254.48       518369.85
1960-1969       11            248053.43       256033.93       504087.35
1960-1969       12            241496.35       248851.49       490347.84
1960-1969       13            235431.70       242324.16       477755.86
1960-1969       14            230733.46       237475.06       468208.52
1960-1969       15            226324.82       232266.37       458591.19
1960-1969       16            223607.47       228152.54       451760.02
1960-1969       17            224018.59       226999.65       451018.23
1960-1969       18            225450.57       226495.52       451946.08
1960-1969       19            226482.66       225168.67       451651.32
1960-1969       20            226028.36       222189.38       448217.73
1960-1969       21            226590.59       220070.38       446660.97
1960-1969       22            229269.43       220505.80       449775.23
1960-1969       23            233595.44       222249.24       455844.68
1960-1969       24            237694.65       224369.44       462064.09
1960-1969       25            240942.68       226301.12       467243.80
1960-1969       26            244798.85       228271.84       473070.69
1960-1969       27            246900.16       228349.46       475249.62
1960-1969       28            247225.48       226719.48       473944.96
1960-1969       29            248864.76       226623.51       475488.27
1960-1969       30            250483.63       226910.66       477394.29
1960-1969       31            252625.83       227115.64       479741.47
1960-1969       32            253851.01       226742.41       480593.42
1960-1969       33            252429.35       222526.84       474956.20
1960-1969       34            251286.74       216134.25       467420.98
1960-1969       35            249895.33       209696.11       459591.43
1960-1969       36            248049.82       203581.35       451631.17
1960-1969       37            244424.43       196671.62       441096.05
1960-1969       38            238705.15       188901.65       427606.79
1960-1969       39            231934.18       180534.43       412468.61
1960-1969       40            222593.35       170081.37       392674.72
1960-1969       41            210505.72       157614.41       368120.12
1960-1969       42            197431.83       144655.17       342087.00
1960-1969       43            185083.45       134385.99       319469.44
1960-1969       44            174467.37       127335.88       301803.24
1960-1969       45            165640.43       121293.82       286934.25
1960-1969       46            159661.45       116343.69       276005.14
1960-1969       47            155270.39       111906.47       267176.85
1960-1969       48            152249.61       108170.69       260420.30
1960-1969       49            151586.08       105549.53       257135.61
1960-1969       50            152041.85       104208.29       256250.14
1960-1969       51            155439.60       109482.01       264921.61
1960-1969       52            160720.09       119852.99       280573.08
1960-1969       53            164851.97       128030.57       292882.54
1960-1969       54            167954.72       133117.97       301072.69
1960-1969       55            168384.74       135866.95       304251.68
1960-1969       56            167869.26       137311.80       305181.06
1960-1969       57            167007.64       137642.62       304650.26
1960-1969       58            164557.97       136385.57       300943.54
1960-1969       59            163618.85       135417.57       299036.42
1960-1969       60            160599.95       132671.22       293271.17
1960-1969       61            157116.75       125238.93       282355.68
1960-1969       62            153197.23       115067.68       268264.91
1960-1969       63            146659.97       105604.92       252264.89
1960-1969       64            141876.21        98961.77       240837.98
1960-1969       65            136395.85        93070.18       229466.03
1960-1969       66            130756.15        87964.03       218720.18
1960-1969       67            124235.18        82634.87       206870.05
1960-1969       68            116949.76        76911.23       193860.99
1960-1969       69            109218.22        71687.61       180905.83
1960-1969       70            100535.72        66017.72       166553.44
1960-1969       71             95996.25        61140.19       157136.44
1960-1969       72             91598.13        56209.71       147807.83
1960-1969       73             84203.41        50427.61       134631.01
1960-1969       74             77265.27        45484.74       122750.01
1960-1969       75             70442.68        40426.99       110869.67
1960-1969       76             64987.77        35551.05       100538.83
1960-1969       77             60289.34        31531.13        91820.46
1960-1969       78             54827.40        27651.45        82478.85
1960-1969       79             49189.33        24067.98        73257.30
1960-1969       80             44654.50        21222.14        65876.64
1960-1969       81             38564.14        18409.47        56973.61
1960-1969       82             33319.20        15960.38        49279.58
1960-1969       83             28647.32        13727.53        42374.84
1960-1969       84             24471.52        11615.54        36087.06
1960-1969       85             20588.07         9574.51        30162.58
1960-1969       86             17111.09         7728.27        24839.36
1960-1969       87             14076.69         6203.20        20279.89
1960-1969       88             11477.99         4963.22        16441.21
1960-1969       89              9323.87         3937.01        13260.87
1960-1969       90              7509.40         3025.71        10535.12
1960-1969       91              6036.39         2320.68         8357.07
1960-1969       92              4858.89         1815.43         6674.31
1960-1969       93              3866.51         1413.96         5280.46
1960-1969       94              3091.21         1098.53         4189.74
1960-1969       95              2450.59          835.47         3286.06
1960-1969       96              1898.86          643.14         2542.00
1960-1969       97              1458.94          484.69         1943.63
1960-1969       98              1111.33          344.46         1455.79
1960-1969       99               819.52          238.97         1058.48
1960-1969      100               597.20          167.02          764.22
1960-1969      101               442.34          116.11          558.45
1960-1969      102               325.71           78.45          404.15
1960-1969      103               232.33           50.60          282.93
1960-1969      104               160.39           30.76          191.16
1960-1969      105               108.40           17.34          125.74
1960-1969      106                72.64            8.35           80.99
1960-1969      107                47.25            2.40           49.65
1960-1969      108                29.06            0.18           29.24
1960-1969      109                16.53            0.00           16.53
1960-1969      110+               12.20            0.00           12.20
1970-1979        0            255899.86       266194.52       522094.38
1970-1979        1            257205.50       266458.81       523664.31
1970-1979        2            260141.49       268796.74       528938.23
1970-1979        3            262558.58       270669.67       533228.26
1970-1979        4            264350.59       272718.31       537068.90
1970-1979        5            266049.88       274969.83       541019.71
1970-1979        6            268516.49       277809.33       546325.83
1970-1979        7            271071.34       280457.42       551528.76
1970-1979        8            274179.81       283495.30       557675.11
1970-1979        9            277535.51       286839.34       564374.85
1970-1979       10            280968.03       290166.40       571134.43
1970-1979       11            284309.63       293785.14       578094.78
1970-1979       12            285604.14       296518.64       582122.78
1970-1979       13            284772.37       297116.00       581888.37
1970-1979       14            283117.85       296232.74       579350.59
1970-1979       15            280566.74       294586.63       575153.37
1970-1979       16            275690.49       290455.09       566145.58
1970-1979       17            269479.03       284797.01       554276.04
1970-1979       18            262141.25       278466.84       540608.09
1970-1979       19            255467.31       271574.67       527041.99
1970-1979       20            250646.23       263389.26       514035.49
1970-1979       21            244965.96       253312.66       498278.62
1970-1979       22            239871.47       244830.97       484702.44
1970-1979       23            235445.90       238522.91       473968.80
1970-1979       24            232201.78       233798.62       466000.40
1970-1979       25            229401.09       228641.91       458042.99
1970-1979       26            227996.54       224877.13       452873.67
1970-1979       27            229447.59       224443.55       453891.15
1970-1979       28            231375.13       225108.97       456484.10
1970-1979       29            231779.24       224362.91       456142.15
1970-1979       30            231559.36       222607.30       454166.66
1970-1979       31            231799.19       221416.14       453215.33
1970-1979       32            234252.38       222202.46       456454.84
1970-1979       33            238571.87       224489.25       463061.12
1970-1979       34            241936.47       226468.31       468404.78
1970-1979       35            244718.07       228003.19       472721.25
1970-1979       36            247397.70       228990.40       476388.10
1970-1979       37            248564.23       228444.11       477008.34
1970-1979       38            248444.16       226429.33       474873.49
1970-1979       39            248862.75       225133.28       473996.02
1970-1979       40            250475.22       225223.52       475698.74
1970-1979       41            251329.85       224022.32       475352.18
1970-1979       42            251266.28       222309.12       473575.40
1970-1979       43            249439.88       217644.21       467084.09
1970-1979       44            247244.56       210345.91       457590.46
1970-1979       45            245888.43       203951.43       449839.85
1970-1979       46            243110.81       197157.62       440268.43
1970-1979       47            238471.61       189390.46       427862.07
1970-1979       48            232899.39       181311.40       414210.79
1970-1979       49            225999.34       172278.53       398277.86
1970-1979       50            217828.29       162241.01       380069.29
1970-1979       51            206288.58       149760.85       356049.43
1970-1979       52            193074.48       136429.16       329503.64
1970-1979       53            181433.08       126322.56       307755.64
1970-1979       54            171053.46       118778.53       289831.99
1970-1979       55            163375.05       112599.76       275974.81
1970-1979       56            157429.39       107215.34       264644.74
1970-1979       57            152148.15       102352.50       254500.65
1970-1979       58            148758.23        98543.10       247301.33
1970-1979       59            147212.01        95348.47       242560.48
1970-1979       60            148051.20        94134.64       242185.84
1970-1979       61            150380.91        98250.86       248631.77
1970-1979       62            154094.61       106117.53       260212.14
1970-1979       63            157577.60       111863.68       269441.28
1970-1979       64            159299.00       114179.72       273478.71
1970-1979       65            158836.19       114435.44       273271.63
1970-1979       66            156069.05       113091.38       269160.44
1970-1979       67            152325.22       110745.09       263070.31
1970-1979       68            147432.68       107213.24       254645.92
1970-1979       69            143654.30       103270.78       246925.08
1970-1979       70            139798.13        98656.68       238454.82
1970-1979       71            132669.48        90531.40       223200.88
1970-1979       72            124958.03        80664.51       205622.54
1970-1979       73            117288.70        71891.89       189180.58
1970-1979       74            110002.19        64731.90       174734.08
1970-1979       75            102422.95        58682.56       161105.50
1970-1979       76             93708.48        53133.55       146842.03
1970-1979       77             84361.82        47679.60       132041.42
1970-1979       78             75611.61        42387.03       117998.64
1970-1979       79             67065.82        37524.36       104590.18
1970-1979       80             63541.47        33847.10        97388.57
1970-1979       81             57220.16        29717.49        86937.65
1970-1979       82             51062.51        25744.30        76806.81
1970-1979       83             44994.66        22029.24        67023.91
1970-1979       84             39209.49        18698.43        57907.92
1970-1979       85             33804.03        15666.48        49470.51
1970-1979       86             28866.02        12890.24        41756.25
1970-1979       87             24425.31        10435.56        34860.87
1970-1979       88             20384.83         8360.23        28745.06
1970-1979       89             16528.44         6609.50        23137.93
1970-1979       90             12975.57         5174.31        18149.87
1970-1979       91             10178.48         4059.97        14238.45
1970-1979       92              8014.66         3174.43        11189.09
1970-1979       93              6242.55         2481.48         8724.03
1970-1979       94              4802.33         1910.97         6713.30
1970-1979       95              3621.09         1401.78         5022.87
1970-1979       96              2730.49          996.69         3727.18
1970-1979       97              2026.59          720.85         2747.43
1970-1979       98              1447.94          519.68         1967.62
1970-1979       99              1004.85          359.04         1363.89
1970-1979      100               689.07          240.63          929.70
1970-1979      101               465.57          159.25          624.83
1970-1979      102               311.29          104.30          415.59
1970-1979      103               201.05           65.85          266.90
1970-1979      104               124.28           38.96          163.24
1970-1979      105                75.13           20.60           95.73
1970-1979      106                44.49            9.04           53.53
1970-1979      107                24.71            3.05           27.76
1970-1979      108                11.51            0.78           12.29
1970-1979      109                 3.92            0.05            3.97
1970-1979      110+                1.69            0.00            1.69
1980-1989        0            272443.33       286057.47       558500.80
1980-1989        1            271211.13       283477.86       554688.99
1980-1989        2            269475.68       281019.63       550495.31
1980-1989        3            267169.85       277789.85       544959.70
1980-1989        4            264385.25       274127.78       538513.04
1980-1989        5            262217.76       271349.61       533567.37
1980-1989        6            260260.28       268530.48       528790.76
1980-1989        7            259752.99       267594.28       527347.27
1980-1989        8            261292.33       269129.31       530421.64
1980-1989        9            262895.49       270732.39       533627.88
1980-1989       10            264132.52       272508.69       536641.21
1980-1989       11            265160.43       274204.54       539364.96
1980-1989       12            266189.81       275483.32       541673.13
1980-1989       13            267210.59       277037.86       544248.45
1980-1989       14            268025.39       279117.22       547142.61
1980-1989       15            269025.11       281834.38       550859.50
1980-1989       16            270882.86       285288.23       556171.09
1980-1989       17            272743.44       288123.83       560867.27
1980-1989       18            275101.06       290867.46       565968.52
1980-1989       19            277672.42       293488.50       571160.93
1980-1989       20            280585.42       296660.76       577246.17
1980-1989       21            284930.64       301995.56       586926.20
1980-1989       22            287681.84       304879.72       592561.56
1980-1989       23            288718.15       304019.54       592737.68
1980-1989       24            289475.14       301782.17       591257.32
1980-1989       25            289039.76       298608.11       587647.87
1980-1989       26            286389.47       293287.55       579677.02
1980-1989       27            282548.18       286739.02       569287.21
