Luxembourg, Exposure to risk (period 1x10), 	Last modified: 09 Aug 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1960-1969        0             24411.71        25577.07        49988.78
1960-1969        1             24513.53        25637.52        50151.05
1960-1969        2             24673.05        25848.24        50521.29
1960-1969        3             24771.25        25889.63        50660.89
1960-1969        4             24721.41        25770.20        50491.61
1960-1969        5             24594.64        25522.88        50117.52
1960-1969        6             24405.90        25182.13        49588.03
1960-1969        7             24191.73        24971.39        49163.13
1960-1969        8             23811.56        24675.62        48487.18
1960-1969        9             23368.36        24309.12        47677.48
1960-1969       10             22935.36        23857.53        46792.89
1960-1969       11             22552.37        23350.86        45903.23
1960-1969       12             22230.51        22897.74        45128.25
1960-1969       13             21962.58        22616.75        44579.33
1960-1969       14             21646.31        22351.51        43997.82
1960-1969       15             21334.26        22006.84        43341.10
1960-1969       16             21219.11        21914.23        43133.34
1960-1969       17             21099.70        21848.88        42948.58
1960-1969       18             21102.19        21897.98        43000.17
1960-1969       19             20938.10        21834.48        42772.57
1960-1969       20             20955.90        22107.77        43063.67
1960-1969       21             21069.79        22372.50        43442.29
1960-1969       22             21139.90        22569.49        43709.39
1960-1969       23             21172.09        22716.75        43888.84
1960-1969       24             21329.19        22909.55        44238.74
1960-1969       25             21674.76        23263.54        44938.30
1960-1969       26             21793.98        23378.49        45172.47
1960-1969       27             21913.51        23517.63        45431.14
1960-1969       28             22090.15        23730.46        45820.61
1960-1969       29             22614.55        24324.02        46938.57
1960-1969       30             22940.99        24690.89        47631.88
1960-1969       31             23093.26        24960.33        48053.59
1960-1969       32             23350.94        25225.91        48576.84
1960-1969       33             23598.80        25290.09        48888.89
1960-1969       34             23792.24        25186.90        48979.13
1960-1969       35             23978.69        24911.28        48889.98
1960-1969       36             24186.43        24545.68        48732.11
1960-1969       37             24260.51        24016.98        48277.49
1960-1969       38             24176.00        23417.93        47593.93
1960-1969       39             23984.73        22688.51        46673.24
1960-1969       40             23771.25        22000.57        45771.82
1960-1969       41             23049.13        20983.89        44033.03
1960-1969       42             22125.78        19859.50        41985.28
1960-1969       43             21412.82        19044.70        40457.52
1960-1969       44             20896.23        18565.15        39461.37
1960-1969       45             20689.37        18658.51        39347.88
1960-1969       46             20590.11        18949.50        39539.60
1960-1969       47             20597.79        19322.42        39920.21
1960-1969       48             20632.77        19670.28        40303.05
1960-1969       49             20573.78        19942.13        40515.91
1960-1969       50             20494.08        20166.02        40660.10
1960-1969       51             21023.75        20679.44        41703.19
1960-1969       52             21807.28        21315.19        43122.47
1960-1969       53             22377.92        21762.07        44139.99
1960-1969       54             22731.92        21983.99        44715.91
1960-1969       55             22739.23        21836.10        44575.33
1960-1969       56             22543.72        21462.67        44006.38
1960-1969       57             22354.65        21075.66        43430.32
1960-1969       58             22127.62        20674.29        42801.91
1960-1969       59             21910.28        20223.56        42133.84
1960-1969       60             21572.85        19549.36        41122.21
1960-1969       61             21044.72        18760.34        39805.06
1960-1969       62             20370.19        17863.25        38233.44
1960-1969       63             19683.06        16939.10        36622.16
1960-1969       64             18965.08        16042.98        35008.06
1960-1969       65             18184.45        15157.33        33341.79
1960-1969       66             17426.62        14313.63        31740.25
1960-1969       67             16515.55        13439.12        29954.67
1960-1969       68             15518.15        12486.74        28004.89
1960-1969       69             14545.84        11486.43        26032.26
1960-1969       70             13619.76        10600.58        24220.33
1960-1969       71             12709.26         9767.11        22476.36
1960-1969       72             11852.53         8969.75        20822.28
1960-1969       73             11051.57         8251.73        19303.30
1960-1969       74             10225.45         7571.34        17796.79
1960-1969       75              9413.84         6868.54        16282.37
1960-1969       76              8614.32         6202.95        14817.27
1960-1969       77              7842.05         5576.14        13418.20
1960-1969       78              7133.16         4984.42        12117.58
1960-1969       79              6397.10         4458.50        10855.60
1960-1969       80              5701.70         3966.41         9668.11
1960-1969       81              4991.60         3412.73         8404.33
1960-1969       82              4270.30         2883.02         7153.32
1960-1969       83              3593.16         2403.10         5996.25
1960-1969       84              3006.03         1995.83         5001.86
1960-1969       85              2472.69         1625.07         4097.76
1960-1969       86              1987.04         1283.10         3270.14
1960-1969       87              1560.04          993.93         2553.97
1960-1969       88              1193.59          755.88         1949.47
1960-1969       89               895.49          560.13         1455.62
1960-1969       90               655.38          402.81         1058.19
1960-1969       91               478.94          279.22          758.16
1960-1969       92               332.21          187.15          519.35
1960-1969       93               219.94          125.33          345.26
1960-1969       94               147.29           81.11          228.40
1960-1969       95                94.08           46.75          140.83
1960-1969       96                57.37           27.15           84.52
1960-1969       97                37.97           13.93           51.90
1960-1969       98                24.80            5.68           30.48
1960-1969       99                12.85            1.96           14.80
1960-1969      100                 4.69            0.48            5.17
1960-1969      101                 1.00            0.00            1.00
1960-1969      102                 0.07            0.00            0.07
1960-1969      103                 0.00            0.00            0.00
1960-1969      104                 0.00            0.00            0.00
1960-1969      105                 0.00            0.00            0.00
1960-1969      106                 0.00            0.00            0.00
1960-1969      107                 0.00            0.00            0.00
1960-1969      108                 0.00            0.00            0.00
1960-1969      109                 0.00            0.00            0.00
1960-1969      110+                0.00            0.00            0.00
1970-1979        0             19899.03        21176.25        41075.28
1970-1979        1             20142.26        21337.62        41479.88
1970-1979        2             20696.69        21891.04        42587.73
1970-1979        3             21421.00        22636.27        44057.27
1970-1979        4             22189.15        23410.59        45599.73
1970-1979        5             22917.98        24202.93        47120.91
1970-1979        6             23721.25        25049.87        48771.12
1970-1979        7             24376.42        25570.55        49946.97
