Japan, Deaths (period 5x10), 	Last modified: 05 Feb 2024;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1947-1949        0            245738.04       294228.81       539966.85
1947-1949      1-4            142039.38       150537.06       292576.44
1947-1949      5-9             34702.70        39461.73        74164.43
1947-1949     10-14            21014.65        20755.05        41769.70
1947-1949     15-19            46377.72        45012.54        91390.26
1947-1949     20-24            73793.85        76643.22       150437.07
1947-1949     25-29            63170.30        57910.23       121080.53
1947-1949     30-34            52126.66        51415.01       103541.67
1947-1949     35-39            49760.26        53216.19       102976.45
1947-1949     40-44            45391.64        55371.08       100762.72
1947-1949     45-49            48166.86        65348.41       113515.27
1947-1949     50-54            53648.40        76013.71       129662.11
1947-1949     55-59            62978.06        91875.02       154853.08
1947-1949     60-64            81880.30       110112.28       191992.58
1947-1949     65-69           106168.92       126290.22       232459.14
1947-1949     70-74           120939.02       120266.17       241205.19
1947-1949     75-79            97796.27        79706.87       177503.14
1947-1949     80-84            71516.36        46144.26       117660.62
1947-1949     85-89            28867.49        15283.87        44151.36
1947-1949     90-94             8712.50         3816.43        12528.93
1947-1949     95-99             1223.47          527.76         1751.23
1947-1949    100-104              86.09           42.04          128.13
1947-1949    105-109               8.00            8.00           16.00
1947-1949    110+                 10.00            6.00           16.00
1950-1959        0            381954.25       462852.29       844806.54
1950-1959      1-4            208817.87       224300.05       433117.92
1950-1959      5-9             64092.30        79553.12       143645.42
1950-1959     10-14            32703.18        38334.13        71037.31
1950-1959     15-19            57339.12        71267.27       128606.39
1950-1959     20-24            95764.64       121312.12       217076.76
1950-1959     25-29           101211.07       113821.29       215032.36
1950-1959     30-34            95170.64        91758.50       186929.14
1950-1959     35-39            95768.92        92951.45       188720.37
1950-1959     40-44           105574.26       117759.02       223333.28
1950-1959     45-49           124373.44       160375.20       284748.64
1950-1959     50-54           153474.28       217710.86       371185.14
1950-1959     55-59           188914.14       288338.18       477252.32
1950-1959     60-64           238235.44       351263.33       589498.77
1950-1959     65-69           317093.72       410259.83       727353.55
1950-1959     70-74           405049.53       431825.34       836874.87
1950-1959     75-79           423372.70       365724.70       789097.40
1950-1959     80-84           309329.01       213034.90       522363.91
1950-1959     85-89           151616.28        81414.77       233031.05
1950-1959     90-94            44081.47        18375.60        62457.07
1950-1959     95-99             6505.27         2062.86         8568.13
1950-1959    100-104             500.41          159.14          659.55
1950-1959    105-109              25.00           16.00           41.00
1950-1959    110+                  8.00            1.00            9.00
1960-1969        0            152753.80       202846.65       355600.45
1960-1969      1-4             43165.95        56083.78        99249.73
1960-1969      5-9             20253.85        31940.85        52194.70
1960-1969     10-14            15754.54        24640.92        40395.46
1960-1969     15-19            26171.72        52952.64        79124.36
1960-1969     20-24            40901.79        71991.46       112893.25
1960-1969     25-29            47881.18        75224.56       123105.74
1960-1969     30-34            54579.26        81688.36       136267.62
1960-1969     35-39            64642.18        94760.27       159402.45
1960-1969     40-44            77209.42       101459.82       178669.24
1960-1969     45-49           101152.12       128161.40       229313.52
1960-1969     50-54           137087.98       191365.72       328453.70
1960-1969     55-59           177000.16       283701.43       460701.59
1960-1969     60-64           232839.63       385689.49       618529.12
1960-1969     65-69           312248.85       473472.02       785720.87
1960-1969     70-74           402419.14       510601.94       913021.08
1960-1969     75-79           471261.94       459639.26       930901.20
1960-1969     80-84           432543.98       313408.48       745952.46
1960-1969     85-89           260246.92       140460.29       400707.21
1960-1969     90-94            83835.67        34346.99       118182.66
1960-1969     95-99            13086.46         4066.34        17152.80
1960-1969    100-104             862.38          227.21         1089.59
1960-1969    105-109              28.00            5.00           33.00
1960-1969    110+                  2.00            0.00            2.00
1970-1979        0             84099.64       114853.42       198953.06
1970-1979      1-4             27822.98        37955.57        65778.55
1970-1979      5-9             12355.92        20703.36        33059.28
1970-1979     10-14             7850.07        12925.96        20776.03
1970-1979     15-19            14049.05        38365.01        52414.06
1970-1979     20-24            26276.24        52589.69        78865.93
1970-1979     25-29            32087.44        55262.29        87349.73
1970-1979     30-34            36886.64        61121.32        98007.96
1970-1979     35-39            48423.00        86271.80       134694.80
1970-1979     40-44            67224.92       126511.54       193736.46
1970-1979     45-49            92666.84       159359.92       252026.76
1970-1979     50-54           121332.82       177880.86       299213.68
1970-1979     55-59           156863.63       228819.37       385683.00
1970-1979     60-64           220296.36       336624.51       556920.87
1970-1979     65-69           307532.18       465184.33       772716.51
1970-1979     70-74           422183.36       566242.73       988426.09
1970-1979     75-79           521827.87       563881.33      1085709.20
1970-1979     80-84           504470.11       410978.47       915448.58
1970-1979     85-89           337072.64       199120.80       536193.44
1970-1979     90-94           136243.07        56608.57       192851.64
1970-1979     95-99            27137.87         8637.98        35775.85
1970-1979    100-104            2315.37          621.12         2936.49
1970-1979    105-109              90.00           31.01          121.01
1970-1979    110+                  4.00            1.00            5.00
1980-1989        0             37342.15        47640.86        84983.01
1980-1989      1-4             13537.27        18484.41        32021.68
1980-1989      5-9              7274.92        12310.17        19585.09
1980-1989     10-14             5917.18         9913.88        15831.06
1980-1989     15-19            10761.73        31419.80        42181.53
1980-1989     20-24            13408.18        33758.04        47166.22
1980-1989     25-29            16834.12        33402.40        50236.52
1980-1989     30-34            26014.01        45594.00        71608.01
1980-1989     35-39            39283.95        68724.51       108008.46
1980-1989     40-44            54345.90        99858.15       154204.05
1980-1989     45-49            78784.03       155633.94       234417.97
1980-1989     50-54           112751.24       233196.12       345947.36
1980-1989     55-59           148066.89       292504.09       440570.98
1980-1989     60-64           196385.58       320963.65       517349.23
1980-1989     65-69           272767.64       397237.51       670005.15
1980-1989     70-74           403761.42       548083.73       951845.15
1980-1989     75-79           556109.13       645994.46      1202103.59
1980-1989     80-84           633059.24       576091.12      1209150.36
1980-1989     85-89           506187.74       341350.26       847538.00
1980-1989     90-94           232987.04       115768.89       348755.93
1980-1989     95-99            54183.48        20193.67        74377.15
1980-1989    100-104            5881.10         1672.03         7553.13
1980-1989    105-109             280.07           59.08          339.15
1980-1989    110+                  6.00            2.00            8.00
1990-1999        0             22023.37        27378.36        49401.73
1990-1999      1-4              8372.03        11001.78        19373.81
1990-1999      5-9              4467.74         6711.25        11178.99
1990-1999     10-14             4053.48         6431.73        10485.21
1990-1999     15-19             9206.59        25020.20        34226.79
1990-1999     20-24            13105.95        34044.05        47150.00
1990-1999     25-29            13985.41        31253.38        45238.79
1990-1999     30-34            17528.60        32966.71        50495.31
1990-1999     35-39            25395.38        46777.53        72172.91
1990-1999     40-44            47657.90        86709.45       134367.35
1990-1999     45-49            78253.78       149261.97       227515.75
1990-1999     50-54           105434.91       212706.09       318141.00
1990-1999     55-59           143084.50       313337.59       456422.09
1990-1999     60-64           202916.28       452570.20       655486.48
1990-1999     65-69           283075.78       557664.88       840740.66
1990-1999     70-74           396025.25       604605.31      1000630.56
1990-1999     75-79           567994.90       684539.56      1252534.46
1990-1999     80-84           761688.38       737095.40      1498783.78
1990-1999     85-89           749980.21       537456.84      1287437.05
1990-1999     90-94           451647.78       234303.31       685951.09
1990-1999     95-99           140005.44        53667.16       193672.60
1990-1999    100-104           19269.54         5560.55        24830.09
1990-1999    105-109            1108.61          230.40         1339.01
1990-1999    110+                 39.00            4.00           43.00
2000-2009        0             14262.70        17200.72        31463.42
2000-2009      1-4              5048.09         6361.30        11409.39
2000-2009      5-9              2660.62         3706.37         6366.99
2000-2009     10-14             2324.36         3675.28         5999.64
2000-2009     15-19             5984.59        13277.04        19261.63
2000-2009     20-24            10023.05        23253.26        33276.31
2000-2009     25-29            13242.05        28457.92        41699.97
2000-2009     30-34            18729.31        37559.89        56289.20
2000-2009     35-39            25343.31        48458.80        73802.11
2000-2009     40-44            34414.89        67757.17       102172.06
2000-2009     45-49            54370.09       108940.62       163310.71
2000-2009     50-54            98414.27       204085.03       302499.30
2000-2009     55-59           143209.94       320777.70       463987.64
2000-2009     60-64           182110.57       419512.50       601623.07
2000-2009     65-69           261068.77       570475.70       831544.47
2000-2009     70-74           393757.25       774739.86      1168497.11
2000-2009     75-79           586220.58       924664.37      1510884.95
2000-2009     80-84           812808.58       886246.37      1699054.95
2000-2009     85-89           951418.91       692728.97      1644147.88
2000-2009     90-94           797524.63       396508.09      1194032.72
2000-2009     95-99           355467.56       118132.25       473599.81
2000-2009    100-104           70772.17        15624.11        86396.28
2000-2009    105-109            5649.35          856.86         6506.21
2000-2009    110+                176.04           21.00          197.04
2010-2019        0              9567.46        10949.02        20516.48
2010-2019      1-4              3737.61         4288.46         8026.07
2010-2019      5-9              1968.48         2613.75         4582.23
2010-2019     10-14             2000.43         3002.65         5003.08
2010-2019     15-19             4185.88         8707.22        12893.10
2010-2019     20-24             6786.76        16447.19        23233.95
2010-2019     25-29             8848.18        18933.73        27781.91
2010-2019     30-34            13079.01        24858.76        37937.77
2010-2019     35-39            21339.80        37831.20        59171.00
2010-2019     40-44            34864.26        61185.75        96050.01
2010-2019     45-49            50770.38        90100.82       140871.20
2010-2019     50-54            70527.41       132756.46       203283.87
2010-2019     55-59           101021.95       210563.66       311585.61
