Israel, Total Population, Deaths (period 1x10), 	Last modified: 31 Oct 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1983-1989        0              3711.00         4385.00         8096.00
1983-1989        1               349.00          308.00          657.00
1983-1989        2               169.00          207.00          376.00
1983-1989        3               121.00          163.00          284.00
1983-1989        4                83.00          128.00          211.00
1983-1989        5                79.00          106.00          185.00
1983-1989        6                68.00           99.00          167.00
1983-1989        7                65.00          104.00          169.00
1983-1989        8                68.00           82.00          150.00
1983-1989        9                57.00           74.00          131.00
1983-1989       10                61.00           72.00          133.00
1983-1989       11                46.00           87.00          133.00
1983-1989       12                52.00           66.00          118.00
1983-1989       13                51.00           88.00          139.00
1983-1989       14                57.00           85.00          142.00
1983-1989       15                65.00          117.00          182.00
1983-1989       16                75.00          143.00          218.00
1983-1989       17                80.00          153.00          233.00
1983-1989       18                78.00          269.00          347.00
1983-1989       19                91.00          301.00          392.00
1983-1989       20                81.00          297.00          378.00
1983-1989       21                79.00          235.00          314.00
1983-1989       22                81.00          209.00          290.00
1983-1989       23                97.00          202.00          299.00
1983-1989       24                69.00          202.00          271.00
1983-1989       25                74.00          208.00          282.00
1983-1989       26                84.00          209.00          293.00
1983-1989       27                86.00          193.00          279.00
1983-1989       28               107.00          202.00          309.00
1983-1989       29                94.00          192.00          286.00
1983-1989       30               104.00          199.00          303.00
1983-1989       31                93.00          240.00          333.00
1983-1989       32               132.00          221.00          353.00
1983-1989       33               129.00          227.00          356.00
1983-1989       34               148.00          238.00          386.00
1983-1989       35               145.00          233.00          378.00
1983-1989       36               135.00          251.00          386.00
1983-1989       37               160.00          239.00          399.00
1983-1989       38               156.00          276.00          432.00
1983-1989       39               175.00          243.00          418.00
1983-1989       40               169.00          268.00          437.00
1983-1989       41               196.00          297.00          493.00
1983-1989       42               189.00          283.00          472.00
1983-1989       43               210.00          285.00          495.00
1983-1989       44               217.00          290.00          507.00
1983-1989       45               214.00          352.00          566.00
1983-1989       46               208.00          368.00          576.00
1983-1989       47               243.00          416.00          659.00
1983-1989       48               306.00          492.00          798.00
1983-1989       49               313.00          520.00          833.00
1983-1989       50               344.00          577.00          921.00
1983-1989       51               419.00          614.00         1033.00
1983-1989       52               434.00          673.00         1107.00
1983-1989       53               485.00          785.00         1270.00
1983-1989       54               556.00          833.00         1389.00
1983-1989       55               619.00          944.00         1563.00
1983-1989       56               678.00          965.00         1643.00
1983-1989       57               743.00         1086.00         1829.00
1983-1989       58               814.00         1191.00         2005.00
1983-1989       59               981.00         1332.00         2313.00
1983-1989       60              1022.00         1388.00         2410.00
1983-1989       61              1131.00         1562.00         2693.00
1983-1989       62              1188.00         1637.00         2825.00
1983-1989       63              1398.00         1772.00         3170.00
1983-1989       64              1383.00         1886.00         3269.00
1983-1989       65              1547.00         1906.00         3453.00
1983-1989       66              1560.00         2027.00         3587.00
1983-1989       67              1710.00         2046.00         3756.00
1983-1989       68              1862.00         2181.00         4043.00
1983-1989       69              1965.00         2251.00         4216.00
1983-1989       70              2166.00         2489.00         4655.00
1983-1989       71              2453.00         2714.00         5167.00
1983-1989       72              2628.00         2943.00         5571.00
1983-1989       73              2962.00         3414.00         6376.00
1983-1989       74              3229.00         3602.00         6831.00
1983-1989       75              3428.00         3759.00         7187.00
1983-1989       76              3521.00         3725.00         7246.00
1983-1989       77              3590.00         3853.00         7443.00
1983-1989       78              3562.00         3790.00         7352.00
