New Zealand, Deaths (period 1x10), 	Last modified: 06 Jun 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1948-1949        0              1203.30         1615.51         2818.81
1948-1949        1               195.05          216.07          411.12
1948-1949        2                81.03          111.04          192.07
1948-1949        3                53.02           73.02          126.04
1948-1949        4                47.01           47.02           94.03
1948-1949        5                41.01           49.01           90.02
1948-1949        6                25.01           32.01           57.02
1948-1949        7                23.00           24.01           47.01
1948-1949        8                21.00           28.01           49.01
1948-1949        9                15.01           17.01           32.02
1948-1949       10                20.00           28.00           48.00
1948-1949       11                15.01           32.00           47.01
1948-1949       12                22.00           25.02           47.02
1948-1949       13                29.01           23.01           52.02
1948-1949       14                18.00           31.00           49.00
1948-1949       15                19.01           29.02           48.03
1948-1949       16                36.00           38.02           74.02
1948-1949       17                36.00           44.02           80.02
1948-1949       18                40.01           50.02           90.03
1948-1949       19                39.00           58.02           97.02
1948-1949       20                32.01           57.03           89.04
1948-1949       21                44.01           54.02           98.03
1948-1949       22                40.01           70.02          110.03
1948-1949       23                38.01           45.02           83.03
1948-1949       24                54.01           55.03          109.04
1948-1949       25                56.03           43.01           99.04
1948-1949       26                49.02           50.02           99.04
1948-1949       27                39.00           51.02           90.02
1948-1949       28                52.01           47.01           99.02
1948-1949       29                48.02           34.01           82.03
1948-1949       30                40.01           47.02           87.03
1948-1949       31                44.02           45.01           89.03
1948-1949       32                55.01           55.03          110.04
1948-1949       33                43.01           61.02          104.03
1948-1949       34                59.02           45.02          104.04
1948-1949       35                64.01           62.02          126.03
1948-1949       36                65.01           70.03          135.04
1948-1949       37                50.01           53.01          103.02
1948-1949       38                68.02           66.03          134.05
1948-1949       39                66.02           78.02          144.04
1948-1949       40                63.02           74.02          137.04
1948-1949       41                65.02           69.02          134.04
1948-1949       42                68.01          112.02          180.03
1948-1949       43                86.03           82.02          168.05
1948-1949       44                64.02           78.02          142.04
1948-1949       45                88.01          119.04          207.05
1948-1949       46                87.02           96.02          183.04
1948-1949       47               101.02           97.02          198.04
1948-1949       48               105.03          169.05          274.08
1948-1949       49                95.03          159.04          254.07
