Czechia, Exposure to risk (period 5x5), 	Last modified: 25 Jan 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1950-1954        0            423916.37       447931.66       871848.03
1950-1954      1-4           1717026.40      1797134.78      3514161.18
1950-1954      5-9           1960722.62      2029369.36      3990091.98
1950-1954     10-14          1516380.31      1560298.38      3076678.69
1950-1954     15-19          1430829.08      1461507.91      2892336.99
1950-1954     20-24          1670143.96      1704385.72      3374529.68
1950-1954     25-29          1829201.08      1786574.40      3615775.48
1950-1954     30-34          1480062.11      1415043.80      2895105.91
1950-1954     35-39          1443627.82      1382325.73      2825953.55
1950-1954     40-44          1858112.26      1796884.09      3654996.35
1950-1954     45-49          1753743.37      1680355.28      3434098.64
1950-1954     50-54          1603969.40      1449213.99      3053183.39
1950-1954     55-59          1338773.89      1092935.61      2431709.51
1950-1954     60-64          1077758.47       841772.04      1919530.51
1950-1954     65-69           877993.19       663756.04      1541749.23
1950-1954     70-74           644508.48       474586.26      1119094.75
1950-1954     75-79           406664.08       292118.38       698782.45
1950-1954     80-84           196478.36       137659.27       334137.63
1950-1954     85-89            65633.76        40558.69       106192.45
1950-1954     90-94            13498.95         7122.04        20620.99
1950-1954     95-99             1320.90          587.41         1908.30
1950-1954    100-104              70.15           14.34           84.48
1950-1954    105-109               0.00            0.00            0.00
1950-1954    110+                  0.00            0.00            0.00
1955-1959        0            370647.15       390807.89       761455.03
1955-1959      1-4           1596967.59      1679778.67      3276746.26
1955-1959      5-9           2131339.80      2228465.45      4359805.25
1955-1959     10-14          1966022.98      2032739.02      3998762.01
1955-1959     15-19          1528633.66      1571855.48      3100489.15
1955-1959     20-24          1439797.68      1464319.18      2904116.86
1955-1959     25-29          1662698.90      1668661.61      3331360.50
1955-1959     30-34          1811049.56      1736835.93      3547885.49
1955-1959     35-39          1462843.77      1383709.90      2846553.67
1955-1959     40-44          1423431.72      1348957.95      2772389.67
1955-1959     45-49          1825668.55      1742474.85      3568143.40
1955-1959     50-54          1708607.94      1601221.97      3309829.90
1955-1959     55-59          1541525.90      1337898.79      2879424.69
1955-1959     60-64          1257870.37       964556.19      2222426.56
1955-1959     65-69           966576.57       696295.11      1662871.68
1955-1959     70-74           722832.58       497085.73      1219918.31
1955-1959     75-79           460311.12       305574.62       765885.74
1955-1959     80-84           228569.29       147195.18       375764.47
1955-1959     85-89            76824.09        47152.73       123976.82
1955-1959     90-94            15419.62         8235.37        23654.99
1955-1959     95-99             1746.26          795.57         2541.83
1955-1959    100-104              67.14           20.81           87.94
1955-1959    105-109               0.00            0.00            0.00
1955-1959    110+                  0.00            0.00            0.00
1960-1964        0            328969.92       346452.74       675422.66
1960-1964      1-4           1327554.94      1393512.53      2721067.47
1960-1964      5-9           1965206.69      2061813.24      4027019.93
1960-1964     10-14          2130025.99      2223992.61      4354018.60
1960-1964     15-19          1965493.12      2030244.50      3995737.61
1960-1964     20-24          1533010.19      1570463.58      3103473.77
1960-1964     25-29          1441500.12      1457153.05      2898653.17
1960-1964     30-34          1651145.28      1630974.37      3282119.65
