Bulgaria, Exposure to risk (period 5x5), 	Last modified: 15 Sep 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1947-1949        0            231766.13       244246.80       476012.94
1947-1949      1-4            786160.24       818169.61      1604329.85
1947-1949      5-9            887715.40       921208.78      1808924.17
1947-1949     10-14           963058.82       998372.41      1961431.23
1947-1949     15-19          1027411.45      1061695.19      2089106.64
1947-1949     20-24          1064763.05      1089634.14      2154397.19
1947-1949     25-29           909869.16       902865.43      1812734.59
1947-1949     30-34           664770.67       668319.21      1333089.88
1947-1949     35-39           789068.93       812909.73      1601978.66
1947-1949     40-44           734011.25       757098.78      1491110.02
1947-1949     45-49           612336.74       621730.98      1234067.72
1947-1949     50-54           480154.83       475199.43       955354.26
1947-1949     55-59           433652.33       345383.92       779036.25
1947-1949     60-64           415414.51       358291.84       773706.34
1947-1949     65-69           299921.91       269372.79       569294.69
1947-1949     70-74           180181.94       154459.53       334641.47
1947-1949     75-79           101656.04        94201.54       195857.57
1947-1949     80-84            52550.86        51097.99       103648.85
1947-1949     85-89            25934.49        23799.59        49734.08
1947-1949     90-94             8219.39         7218.51        15437.90
1947-1949     95-99             2790.76         2478.30         5269.06
1947-1949    100-104             654.45          573.00         1227.45
1947-1949    105-109             130.86          116.48          247.33
1947-1949    110+                 12.99            8.99           21.99
1950-1954        0            368868.09       389042.67       757910.76
1950-1954      1-4           1434141.20      1496492.24      2930633.44
1950-1954      5-9           1583870.22      1643415.54      3227285.76
1950-1954     10-14          1454579.89      1499523.04      2954102.94
1950-1954     15-19          1615321.71      1651145.38      3266467.09
1950-1954     20-24          1673011.79      1711457.85      3384469.64
1950-1954     25-29          1714256.22      1732729.88      3446986.10
1950-1954     30-34          1315842.42      1312060.75      2627903.17
1950-1954     35-39          1157962.55      1175048.86      2333011.41
1950-1954     40-44          1269581.88      1308912.03      2578493.92
1950-1954     45-49          1146960.35      1180643.61      2327603.97
1950-1954     50-54           951953.10       946138.79      1898091.89
1950-1954     55-59           746745.35       695987.23      1442732.58
1950-1954     60-64           671991.22       530697.66      1202688.88
1950-1954     65-69           590034.84       501276.36      1091311.20
1950-1954     70-74           386971.03       329758.74       716729.77
1950-1954     75-79           193586.24       161401.20       354987.44
1950-1954     80-84           100825.80        93005.25       193831.05
1950-1954     85-89            42338.21        39188.63        81526.84
1950-1954     90-94            16608.54        14423.20        31031.74
1950-1954     95-99             4276.83         3643.73         7920.56
1950-1954    100-104            1036.21          861.28         1897.48
1950-1954    105-109             127.46          113.77          241.23
1950-1954    110+                  5.33            5.73           11.06
1955-1959        0            335778.79       351902.49       687681.28
1955-1959      1-4           1324750.54      1382083.22      2706833.77
1955-1959      5-9           1748076.14      1817449.55      3565525.69
1955-1959     10-14          1566770.95      1619864.39      3186635.34
1955-1959     15-19          1428726.13      1459863.88      2888590.00
1955-1959     20-24          1585133.01      1593592.84      3178725.85
1955-1959     25-29          1632208.94      1656998.22      3289207.16
1955-1959     30-34          1671299.09      1682419.94      3353719.03
1955-1959     35-39          1281002.28      1280805.00      2561807.28
1955-1959     40-44          1123290.95      1141143.92      2264434.87
1955-1959     45-49          1229529.43      1265339.88      2494869.32
1955-1959     50-54          1105165.56      1130931.03      2236096.59
1955-1959     55-59           912446.89       882378.61      1794825.49
1955-1959     60-64           707165.70       632625.87      1339791.56
1955-1959     65-69           590623.55       460576.57      1051200.12
1955-1959     70-74           480514.79       389458.97       869973.75
1955-1959     75-79           281477.09       227963.06       509440.15
1955-1959     80-84           118043.63        96826.06       214869.69
1955-1959     85-89            48064.50        42652.81        90717.31
1955-1959     90-94            15371.08        13429.73        28800.81
1955-1959     95-99             5000.10         4010.68         9010.78
1955-1959    100-104            1038.69          818.03         1856.72
1955-1959    105-109             185.27          115.85          301.13
1955-1959    110+                  6.61            1.23            7.84
1960-1964        0            320609.59       338765.47       659375.06
1960-1964      1-4           1278236.01      1342369.83      2620605.84
1960-1964      5-9           1638209.00      1707195.55      3345404.56
1960-1964     10-14          1741564.18      1807919.75      3549483.93
1960-1964     15-19          1557710.41      1607270.85      3164981.26
1960-1964     20-24          1421684.14      1446778.89      2868463.03
1960-1964     25-29          1577526.56      1580202.09      3157728.64
1960-1964     30-34          1620258.71      1640133.72      3260392.43
1960-1964     35-39          1655639.08      1662088.98      3317728.06
1960-1964     40-44          1258102.36      1254624.80      2512727.15
1960-1964     45-49          1109203.17      1122137.87      2231341.04
1960-1964     50-54          1201213.48      1225778.28      2426991.76
1960-1964     55-59          1065222.10      1072005.11      2137227.21
1960-1964     60-64           860389.12       806644.82      1667033.94
1960-1964     65-69           639022.47       548123.60      1187146.07
1960-1964     70-74           493147.52       368494.34       861641.86
1960-1964     75-79           351943.69       274161.05       626104.74
1960-1964     80-84           171090.98       133230.89       304321.87
1960-1964     85-89            56361.16        44642.96       101004.12
1960-1964     90-94            17880.34        15287.26        33167.60
1960-1964     95-99             4512.18         3670.19         8182.36
