East Germany, Exposure to risk (period 5x10), 	Last modified: 03 Jun 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1956-1959        0            526683.10       557526.80      1084209.90
1956-1959      1-4           2110974.37      2225885.35      4336859.72
1956-1959      5-9           2403357.72      2513726.15      4917083.87
1956-1959     10-14          2013208.35      2073576.90      4086785.25
1956-1959     15-19          2923430.83      3005846.33      5929277.17
1956-1959     20-24          2585731.00      2631132.17      5216863.17
1956-1959     25-29          2266802.67      2036691.50      4303494.17
1956-1959     30-34          2324314.17      1583914.67      3908228.83
1956-1959     35-39          2253153.33      1375324.00      3628477.33
1956-1959     40-44          2130956.50      1306357.33      3437313.83
1956-1959     45-49          3054229.33      2020321.33      5074550.67
1956-1959     50-54          3078144.67      2337402.33      5415547.00
1956-1959     55-59          2901377.67      2220901.50      5122279.17
1956-1959     60-64          2560912.00      1724087.50      4284999.50
1956-1959     65-69          2134988.00      1424930.17      3559918.17
1956-1959     70-74          1588409.00      1098924.33      2687333.33
1956-1959     75-79          1007483.33       707897.50      1715380.83
1956-1959     80-84           506532.43       355543.76       862076.18
1956-1959     85-89           153444.34        98852.41       252296.75
1956-1959     90-94            29267.30        15064.50        44331.80
1956-1959     95-99             2477.43          977.76         3455.19
1956-1959    100-104              69.73           22.57           92.30
1956-1959    105-109               0.00            0.00            0.00
1956-1959    110+                  0.00            0.00            0.00
1960-1969        0           1335163.40      1408830.22      2743993.62
1960-1969      1-4           5371557.85      5651844.16     11023402.01
1960-1969      5-9           6555827.04      6892927.52     13448754.55
1960-1969     10-14          5976546.42      6264816.55     12241362.97
1960-1969     15-19          5257560.19      5460416.72     10717976.91
1960-1969     20-24          5813755.11      5922030.46     11735785.57
1960-1969     25-29          6288473.00      6387023.50     12675496.50
1960-1969     30-34          5622310.67      5350023.33     10972334.00
1960-1969     35-39          5457540.33      4374136.50      9831676.83
1960-1969     40-44          5280546.17      3441195.83      8721742.00
1960-1969     45-49          5136752.33      3159774.17      8296526.50
1960-1969     50-54          6203498.83      4002940.00     10206438.83
1960-1969     55-59          7050281.33      4989984.67     12040266.00
1960-1969     60-64          6636475.00      4887583.67     11524058.67
1960-1969     65-69          5700963.33      3818923.67      9519887.00
1960-1969     70-74          4444754.17      2702472.67      7147226.83
1960-1969     75-79          2940941.33      1778777.67      4719719.00
1960-1969     80-84          1495047.57       914470.56      2409518.13
1960-1969     85-89           538689.34       326045.05       864734.39
1960-1969     90-94           109946.65        60502.77       170449.42
1960-1969     95-99            10815.58         4686.79        15502.37
1960-1969    100-104             339.23           94.18          433.40
1960-1969    105-109               0.44            0.00            0.44
1960-1969    110+                  0.00            0.00            0.00
1970-1979        0           1008960.05      1064882.91      2073842.96
1970-1979      1-4           4140754.57      4356530.17      8497284.74
1970-1979      5-9           6117620.53      6427546.17     12545166.70
1970-1979     10-14          6680414.74      7015673.07     13696087.81
1970-1979     15-19          6542881.73      6887490.06     13430371.79
1970-1979     20-24          5931041.04      6237496.05     12168537.09
1970-1979     25-29          5149482.48      5318769.10     10468251.58
1970-1979     30-34          5694127.13      5778948.40     11473075.52
1970-1979     35-39          6137170.17      6212263.67     12349433.83
1970-1979     40-44          5477696.50      5329984.00     10807680.50
1970-1979     45-49          5268514.50      4238042.50      9506557.00
1970-1979     50-54          5020739.50      3237195.50      8257935.00
1970-1979     55-59          4796106.17      2872084.33      7668190.50
1970-1979     60-64          5534949.33      3413702.00      8948651.33
1970-1979     65-69          5867087.67      3797120.17      9664207.83
1970-1979     70-74          4937832.50      3081219.83      8019052.33
1970-1979     75-79          3486101.33      1850293.50      5336394.83
1970-1979     80-84          1894177.62       891034.68      2785212.30
1970-1979     85-89           710543.59       331060.30      1041603.89
1970-1979     90-94           158612.57        73928.06       232540.63
1970-1979     95-99            18908.51         8518.21        27426.72
1970-1979    100-104            1044.02          441.30         1485.32
1970-1979    105-109              14.27            2.37           16.64
1970-1979    110+                  0.00            0.00            0.00
1980-1989        0           1106573.48      1165168.40      2271741.88
1980-1989      1-4           4420524.79      4644802.16      9065326.96
1980-1989      5-9           5094322.66      5348135.82     10442458.48
1980-1989     10-14          5099126.56      5355216.88     10454343.44
1980-1989     15-19          6092574.60      6404556.99     12497131.59
1980-1989     20-24          6650764.00      7012819.03     13663583.02
1980-1989     25-29          6437927.61      6781869.67     13219797.28
1980-1989     30-34          5797646.54      6039753.67     11837400.21
1980-1989     35-39          5033496.50      5142148.46     10175644.96
1980-1989     40-44          5569121.31      5580335.61     11149456.92
1980-1989     45-49          5978548.33      5942482.67     11921031.00
1980-1989     50-54          5285984.67      4995340.50     10281325.17
1980-1989     55-59          4989650.50      3835737.50      8825388.00
1980-1989     60-64          4588979.33      2775943.33      7364922.67
1980-1989     65-69          4095334.17      2221172.83      6316507.00
