Portugal, Exposure to risk (period 5x10), 	Last modified: 14 Nov 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1940-1949        0            885712.94       944151.64      1829864.58
1940-1949      1-4           3187913.39      3338734.74      6526648.13
1940-1949      5-9           3959858.50      4114264.40      8074122.90
1940-1949     10-14          4024856.45      4126644.55      8151501.00
1940-1949     15-19          3890744.98      3907917.87      7798662.86
1940-1949     20-24          3495054.96      3451779.42      6946834.38
1940-1949     25-29          3100273.53      2996610.50      6096884.03
1940-1949     30-34          2949585.98      2765933.42      5715519.40
1940-1949     35-39          2799552.84      2516345.03      5315897.87
1940-1949     40-44          2510725.87      2166152.80      4676878.67
1940-1949     45-49          2204467.41      1846930.12      4051397.53
1940-1949     50-54          1970650.12      1591340.37      3561990.49
1940-1949     55-59          1758167.63      1368380.66      3126548.28
1940-1949     60-64          1522658.12      1144782.46      2667440.58
1940-1949     65-69          1220630.99       887928.88      2108559.87
1940-1949     70-74           892222.35       607806.50      1500028.85
1940-1949     75-79           562946.66       347619.66       910566.32
1940-1949     80-84           354176.36       176961.00       531137.36
1940-1949     85-89           149416.43        60237.73       209654.16
1940-1949     90-94            48917.93        15359.87        64277.80
1940-1949     95-99            12943.27         3443.37        16386.65
1940-1949    100-104            2140.81          410.60         2551.42
1940-1949    105-109             350.98           58.58          409.56
1940-1949    110+                 88.87           10.67           99.54
1950-1959        0            936422.88       989584.66      1926007.53
1950-1959      1-4           3459019.21      3617163.62      7076182.83
1950-1959      5-9           4150080.84      4286316.96      8436397.80
1950-1959     10-14          3919939.08      3954582.41      7874521.49
1950-1959     15-19          3854673.26      3771578.64      7626251.90
1950-1959     20-24          3780776.58      3665485.20      7446261.78
1950-1959     25-29          3545991.24      3399317.17      6945308.41
1950-1959     30-34          3118015.61      2951494.35      6069509.96
1950-1959     35-39          2819180.37      2634912.80      5454093.17
1950-1959     40-44          2760165.54      2525193.39      5285358.92
1950-1959     45-49          2622849.02      2298202.37      4921051.38
1950-1959     50-54          2341571.72      1951563.87      4293135.59
