Japan, Exposure to risk (period 5x10), 	Last modified: 05 Feb 2024;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1947-1949        0           3636749.21      3800858.93      7437608.14
1947-1949      1-4          11101757.68     11438189.69     22539947.37
1947-1949      5-9          13678709.95     13993980.10     27672690.05
1947-1949     10-14         12919426.10     13178790.94     26098217.04
1947-1949     15-19         12379880.86     12496267.10     24876147.96
1947-1949     20-24         11192992.03     10450662.73     21643654.77
1947-1949     25-29          9453077.35      7436072.61     16889149.96
1947-1949     30-34          8262994.15      7019833.53     15282827.68
1947-1949     35-39          7698678.77      6953636.00     14652314.77
1947-1949     40-44          6371382.09      6331767.69     12703149.78
1947-1949     45-49          5756356.87      5920047.47     11676404.35
1947-1949     50-54          4709882.61      4879547.76      9589430.36
1947-1949     55-59          3992053.31      3963601.75      7955655.05
1947-1949     60-64          3390378.59      3068488.37      6458866.96
1947-1949     65-69          2873482.79      2311303.98      5184786.77
1947-1949     70-74          2078060.15      1501297.69      3579357.83
1947-1949     75-79          1073591.74       681152.44      1754744.18
1947-1949     80-84           489395.77       260435.32       749831.10
1947-1949     85-89           130802.36        58791.47       189593.83
1947-1949     90-94            27521.06        10675.37        38196.42
1947-1949     95-99             2834.58         1123.58         3958.15
1947-1949    100-104             181.22           67.51          248.73
1947-1949    105-109              17.67            7.50           25.17
1947-1949    110+                 16.83            5.50           22.33
1950-1959        0           8975576.89      9409446.66     18385023.55
1950-1959      1-4          38555968.61     40240005.37     78795973.99
1950-1959      5-9          49778798.48     51655770.84    101434569.32
1950-1959     10-14         45597898.86     46841549.69     92439448.55
1950-1959     15-19         43363968.20     43903293.97     87267262.17
1950-1959     20-24         40973374.82     40751141.73     81724516.55
1950-1959     25-29         37274359.21     35452968.58     72727327.79
1950-1959     30-34         32325851.62     27883107.94     60208959.55
1950-1959     35-39         28115271.49     23522168.70     51637440.19
1950-1959     40-44         25315220.66     22640572.73     47955793.39
1950-1959     45-49         21966030.03     20971826.95     42937856.98
1950-1959     50-54         18664275.04     18685662.78     37349937.83
1950-1959     55-59         15742289.84     15745941.14     31488230.98
1950-1959     60-64         12814531.34     12226413.68     25040945.02
1950-1959     65-69         10277141.44      8866366.35     19143507.79
1950-1959     70-74          7836933.70      5863646.85     13700580.54
1950-1959     75-79          5063687.10      3253078.38      8316765.48
1950-1959     80-84          2295113.58      1252437.78      3547551.36
1950-1959     85-89           724215.32       324427.15      1048642.46
1950-1959     90-94           140876.98        50211.05       191088.03
1950-1959     95-99            14842.80         4427.77        19270.58
1950-1959    100-104             936.41          324.78         1261.19
1950-1959    105-109              77.17           27.00          104.17
1950-1959    110+                 17.50            1.67           19.17
1960-1969        0           8097222.58      8537690.38     16634912.96
1960-1969      1-4          31119374.58     32529979.30     63649353.88
1960-1969      5-9          39892446.39     41518816.13     81411262.52
1960-1969     10-14         47108967.00     48797608.95     95906575.95
1960-1969     15-19         49461854.78     50211733.95     99673588.73
