New Zealand, Exposure to risk (period 5x10), 	Last modified: 06 Jun 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1948-1949        0             46833.97        49003.13        95837.10
1948-1949      1-4            163993.91       170917.46       334911.36
1948-1949      5-9            167581.13       172630.25       340211.38
1948-1949     10-14           135024.23       139313.95       274338.18
1948-1949     15-19           132437.45       137425.23       269862.68
1948-1949     20-24           138651.27       142010.60       280661.87
1948-1949     25-29           142305.51       137429.12       279734.63
1948-1949     30-34           137550.04       135040.11       272590.15
1948-1949     35-39           132131.16       135210.71       267341.87
1948-1949     40-44           118840.47       124262.48       243102.95
1948-1949     45-49           104503.20       108593.67       213096.86
1948-1949     50-54            94095.43        88401.47       182496.90
1948-1949     55-59            85128.56        80490.72       165619.28
1948-1949     60-64            80232.80        78833.23       159066.03
1948-1949     65-69            70492.53        68339.55       138832.08
1948-1949     70-74            49946.67        46885.40        96832.06
1948-1949     75-79            28741.01        25969.53        54710.53
1948-1949     80-84            15802.95        12774.56        28577.51
1948-1949     85-89             5832.64         4192.08        10024.72
1948-1949     90-94             1560.33         1032.60         2592.93
1948-1949     95-99              301.77          169.27          471.04
1948-1949    100-104              63.59           24.88           88.47
1948-1949    105-109              14.26            3.78           18.04
1948-1949    110+                  2.97            2.23            5.20
1950-1959        0            260023.96       273340.22       533364.18
1950-1959      1-4            976335.39      1019826.49      1996161.88
1950-1959      5-9           1079617.34      1125204.65      2204821.99
1950-1959     10-14           895981.72       933079.86      1829061.58
1950-1959     15-19           740026.65       768470.47      1508497.12
1950-1959     20-24           687880.53       719204.01      1407084.53
1950-1959     25-29           725874.08       767327.11      1493201.19
1950-1959     30-34           735169.95       755073.67      1490243.62
1950-1959     35-39           715245.06       711305.23      1426550.29
1950-1959     40-44           679956.45       689379.75      1369336.20
1950-1959     45-49           608206.59       633784.82      1241991.40
1950-1959     50-54           530472.52       545581.38      1076053.90
1950-1959     55-59           461570.17       443596.39       905166.56
1950-1959     60-64           413960.27       376514.76       790475.03
1950-1959     65-69           371607.32       332089.86       703697.18
1950-1959     70-74           300734.92       265261.06       565995.98
1950-1959     75-79           196737.54       168675.74       365413.29
1950-1959     80-84           108321.29        85944.26       194265.55
1950-1959     85-89            41806.16        29437.30        71243.46
1950-1959     90-94            10836.19         6815.66        17651.85
1950-1959     95-99             1815.72         1032.34         2848.05
1950-1959    100-104             208.94          117.22          326.16
1950-1959    105-109              63.74           22.58           86.32
1950-1959    110+                 22.33            4.23           26.55
1960-1969        0            300566.28       315029.19       615595.48
1960-1969      1-4           1175413.95      1225222.52      2400636.48
1960-1969      5-9           1407567.73      1467464.74      2875032.47
1960-1969     10-14          1273237.50      1333443.41      2606680.92
1960-1969     15-19          1101683.76      1153088.71      2254772.47
1960-1969     20-24           907523.88       941225.28      1848749.16
1960-1969     25-29           789202.73       815308.41      1604511.14
1960-1969     30-34           750034.17       790847.22      1540881.38
1960-1969     35-39           771636.63       816835.78      1588472.41
1960-1969     40-44           768806.61       785406.33      1554212.94
1960-1969     45-49           724583.91       720149.83      1444733.74
1960-1969     50-54           669787.36       670560.29      1340347.65
1960-1969     55-59           581866.60       587796.82      1169663.42
1960-1969     60-64           492614.97       473620.79       966235.77
1960-1969     65-69           416658.73       352395.77       769054.49
1960-1969     70-74           338992.22       253400.21       592392.43
1960-1969     75-79           251139.09       180765.58       431904.67
1960-1969     80-84           160957.12       109597.08       270554.19
1960-1969     85-89            69812.50        43305.11       113117.61
1960-1969     90-94            19289.29        10577.45        29866.74
1960-1969     95-99             3239.75         1521.28         4761.03
1960-1969    100-104             299.58          130.79          430.37
1960-1969    105-109              39.66           21.68           61.34
1960-1969    110+                 28.88            8.37           37.25
1970-1979        0            281234.91       294148.99       575383.90
1970-1979      1-4           1152045.23      1197747.13      2349792.36
1970-1979      5-9           1505982.19      1569286.89      3075269.08
1970-1979     10-14          1520129.42      1586494.20      3106623.62
1970-1979     15-19          1419662.43      1484095.95      2903758.38
1970-1979     20-24          1223336.85      1267672.68      2491009.53
1970-1979     25-29          1114531.70      1123843.79      2238375.49
1970-1979     30-34           966042.45       983501.04      1949543.49
1970-1979     35-39           827643.31       848892.51      1676535.82
1970-1979     40-44           773871.69       805484.19      1579355.87
1970-1979     45-49           769420.83       806335.84      1575756.67
1970-1979     50-54           753876.78       755369.11      1509245.89
1970-1979     55-59           690989.58       659192.86      1350182.44
1970-1979     60-64           624797.78       582642.51      1207440.29
1970-1979     65-69           532249.31       471142.28      1003391.59
1970-1979     70-74           412757.12       325221.42       737978.54
1970-1979     75-79           290504.98       189503.34       480008.32
1970-1979     80-84           187508.63       100356.98       287865.61
1970-1979     85-89            94245.42        44732.12       138977.53
1970-1979     90-94            31135.33        13127.93        44263.26
