Japan, Population size (1-year)	Last modified: 05 Feb 2024;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
     1947        0            909513.22       947155.42      1856668.64
     1947      1-4           3716151.36      3802619.40      7518770.76
     1947      5-9           4397041.24      4492192.00      8889233.24
     1947     10-14          4324274.95      4403046.05      8727321.00
     1947     15-19          4053772.00      4064756.17      8118528.17
     1947     20-24          3616741.58      3156586.56      6773328.14
     1947     25-29          2991695.08      2369881.44      5361576.52
     1947     30-34          2748878.23      2372372.17      5121250.40
     1947     35-39          2496670.11      2315007.71      4811677.82
     1947     40-44          2046272.48      2081858.61      4128131.09
     1947     45-49          1836024.79      1909117.86      3745142.65
     1947     50-54          1509270.39      1567945.83      3077216.22
     1947     55-59          1315556.33      1297126.29      2612682.62
     1947     60-64          1108064.49       981102.23      2089166.72
     1947     65-69           945842.71       760307.26      1706149.97
     1947     70-74           657620.14       474394.70      1132014.84
     1947     75-79           325133.20       205905.80       531039.00
     1947     80-84           149454.48        79401.15       228855.63
     1947     85-89            40659.22        18656.78        59316.00
     1947     90-94             8514.81         3343.76        11858.57
     1947     95-99              838.95          369.50         1208.45
     1947    100-104              60.05           24.02           84.07
     1947    105-109               8.00            7.00           15.00
     1947    110+                 11.00            6.00           17.00
     1948        0           1212395.38      1263386.72      2475782.10
     1948      1-4           3557470.04      3648094.01      7205564.05
     1948      5-9           4493139.42      4590603.84      9083743.26
     1948     10-14          4330352.53      4415604.04      8745956.57
     1948     15-19          4110108.33      4139939.87      8250048.20
     1948     20-24          3695607.80      3391273.20      7086881.00
     1948     25-29          3086442.21      2398703.20      5485145.41
     1948     30-34          2752641.49      2350333.80      5102975.29
     1948     35-39          2547347.18      2308101.15      4855448.33
     1948     40-44          2083238.06      2093325.98      4176564.04
     1948     45-49          1896914.18      1956096.94      3853011.12
     1948     50-54          1542307.80      1602892.76      3145200.56
     1948     55-59          1326012.47      1313997.03      2640009.50
     1948     60-64          1115150.29      1001162.05      2116312.34
     1948     65-69           954385.40       764144.52      1718529.92
     1948     70-74           679628.09       488895.52      1168523.61
     1948     75-79           342744.62       216534.68       559279.30
     1948     80-84           155815.84        82390.62       238206.46
     1948     85-89            40997.09        18242.43        59239.52
     1948     90-94             8693.83         3358.83        12052.66
     1948     95-99              877.72          341.31         1219.03
     1948    100-104              49.01           17.00           66.01
     1948    105-109               5.00            3.00            8.00
     1948    110+                  6.00            1.00            7.00
     1949        0           1256754.90      1317659.81      2574414.71
     1949      1-4           3754659.76      3878253.57      7632913.33
     1949      5-9           4612272.35      4720928.76      9333201.11
     1949     10-14          4299575.93      4387316.84      8686892.77
     1949     15-19          4151274.72      4200663.33      8351938.05
     1949     20-24          3765029.31      3589745.42      7354774.73
     1949     25-29          3194644.58      2497901.40      5692545.98
     1949     30-34          2749419.94      2326277.64      5075697.58
     1949     35-39          2586364.12      2319896.81      4906260.93
     1949     40-44          2138267.32      2109702.09      4247969.41
     1949     45-49          1931235.10      1980558.53      3911793.63
     1949     50-54          1594873.66      1649767.21      3244640.87
     1949     55-59          1334252.28      1327367.17      2661619.45
     1949     60-64          1136989.16      1037345.80      2174334.96
     1949     65-69           961926.50       774284.15      1736210.65
     1949     70-74           705441.70       510562.21      1216003.91
     1949     75-79           369561.18       234681.75       604242.93
     1949     80-84           170941.85        91309.31       262251.16
     1949     85-89            44338.32        19923.13        64261.45
     1949     90-94             9514.26         3705.81        13220.07
     1949     95-99              969.62          388.31         1357.93
     1949    100-104              63.00           23.00           86.00
     1949    105-109               5.00            1.00            6.00
     1949    110+                  4.00            1.00            5.00
     1950        0           1249882.45      1301982.21      2551864.66
     1950      1-4           4017578.87      4177070.60      8194649.47
     1950      5-9           4724523.11      4845427.54      9569950.65
     1950     10-14          4254941.75      4347829.56      8602771.31
     1950     15-19          4184670.32      4244547.04      8429217.36
     1950     20-24          3830624.11      3732544.35      7563168.46
     1950     25-29          3301956.57      2664919.44      5966876.01
     1950     30-34          2748241.00      2298189.89      5046430.89
     1950     35-39          2627362.25      2337376.31      4964738.56
     1950     40-44          2220453.64      2149491.27      4369944.91
     1950     45-49          1958192.79      1994814.55      3953007.34
     1950     50-54          1630626.70      1680399.21      3311025.91
     1950     55-59          1347593.42      1346964.10      2694557.52
     1950     60-64          1168235.23      1078706.35      2246941.58
     1950     65-69           967912.39       785010.59      1752922.98
     1950     70-74           728417.89       529770.44      1258188.33
     1950     75-79           397696.27       254329.98       652026.25
     1950     80-84           175828.04        93988.34       269816.38
     1950     85-89            50072.25        22520.38        72592.63
     1950     90-94            10048.43         3835.33        13883.76
     1950     95-99             1096.81          399.38         1496.19
     1950    100-104              71.01           29.00          100.01
     1950    105-109               6.00            0.00            6.00
     1950    110+                  4.00            1.00            5.00
     1951        0           1108657.69      1157496.94      2266154.63
     1951      1-4           4399381.37      4583313.92      8982695.29
     1951      5-9           4599544.20      4727033.41      9326577.61
     1951     10-14          4282816.38      4382210.61      8665026.99
     1951     15-19          4237015.65      4303358.49      8540374.14
     1951     20-24          3880761.34      3831220.68      7711982.02
     1951     25-29          3366600.05      2844056.25      6210656.30
     1951     30-34          2834316.28      2326529.11      5160845.39
     1951     35-39          2662491.30      2350275.19      5012766.49
     1951     40-44          2299168.34      2190103.40      4489271.74
     1951     45-49          1971741.12      1994557.40      3966298.52
     1951     50-54          1677630.82      1720784.81      3398415.63
     1951     55-59          1378282.92      1383574.58      2761857.50
     1951     60-64          1195258.50      1111998.69      2307257.19
     1951     65-69           969888.03       792805.43      1762693.46
     1951     70-74           742653.10       541712.05      1284365.15
     1951     75-79           425343.37       272561.15       697904.52
     1951     80-84           175924.66        94163.68       270088.34
     1951     85-89            56426.75        25079.55        81506.30
     1951     90-94            10346.48         3845.69        14192.17
     1951     95-99             1203.99          374.39         1578.38
     1951    100-104              72.01           36.01          108.02
     1951    105-109              10.00            1.00           11.00
     1951    110+                  2.00            1.00            3.00
     1952        0           1010201.92      1054105.89      2064307.81
     1952      1-4           4620714.76      4813726.14      9434440.90
     1952      5-9           4471201.42      4606245.51      9077446.93
     1952     10-14          4359052.50      4460173.94      8819226.44
     1952     15-19          4285233.76      4350671.70      8635905.46
     1952     20-24          3945875.99      3926046.25      7871922.24
     1952     25-29          3484526.00      3084412.11      6568938.11
     1952     30-34          2898314.79      2330787.13      5229101.92
     1952     35-39          2690507.03      2351898.47      5042405.50
     1952     40-44          2404436.74      2240561.98      4644998.72
     1952     45-49          1970497.26      1982432.89      3952930.15
     1952     50-54          1740027.87      1781031.07      3521058.94
