Denmark, Population size (1-year)	Last modified: 24 Feb 2024;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
     1843     85-89             1279.87          836.08         2115.95
     1843     90-94              349.59          159.10          508.69
     1843     95-99               61.11           29.58           90.69
     1843    100-104               2.71            2.85            5.56
     1843    105-109               1.00            0.00            1.00
     1843    110+                  0.00            0.00            0.00
     1844        0             17594.73        17957.33        35552.06
     1844      1-4             62547.84        63467.41       126015.25
     1844      5-9             71837.38        73170.07       145007.45
     1844     10-14            62132.77        63342.84       125475.61
     1844     15-19            64899.31        65644.08       130543.39
     1844     20-24            63927.00        63340.69       127267.69
     1844     25-29            55526.96        54510.03       110036.99
     1844     30-34            45052.53        44519.77        89572.30
     1844     35-39            42815.52        42596.16        85411.68
     1844     40-44            38912.09        38710.88        77622.97
     1844     45-49            34200.69        32527.07        66727.76
     1844     50-54            28518.42        26205.42        54723.84
     1844     55-59            23615.06        21084.36        44699.42
     1844     60-64            21221.41        18353.50        39574.91
     1844     65-69            16970.03        14247.39        31217.42
     1844     70-74            11184.42         9009.07        20193.49
     1844     75-79             7388.47         5515.31        12903.78
     1844     80-84             3798.26         2649.55         6447.81
     1844     85-89             1315.35          845.14         2160.49
     1844     90-94              341.60          174.21          515.81
     1844     95-99               66.25           28.03           94.28
     1844    100-104               2.72            5.15            7.87
     1844    105-109               1.01            0.00            1.01
     1844    110+                  0.00            0.00            0.00
     1845        0             18533.04        19041.28        37574.32
     1845      1-4             64782.13        65734.24       130516.37
     1845      5-9             71895.21        73261.91       145157.12
     1845     10-14            63365.86        64896.97       128262.83
     1845     15-19            63619.98        64449.04       128069.02
     1845     20-24            64773.79        64007.39       128781.18
     1845     25-29            57775.26        56745.60       114520.86
     1845     30-34            45047.92        44579.94        89627.86
     1845     35-39            43033.66        42780.31        85813.97
     1845     40-44            39065.46        39119.32        78184.78
     1845     45-49            35103.31        33395.53        68498.84
     1845     50-54            29093.64        26878.48        55972.12
     1845     55-59            23563.52        21063.24        44626.76
     1845     60-64            21057.39        18175.39        39232.78
     1845     65-69            17488.64        14626.35        32114.99
     1845     70-74            11100.51         8938.79        20039.30
     1845     75-79             7460.91         5510.46        12971.37
     1845     80-84             3874.00         2704.18         6578.18
     1845     85-89             1303.60          818.46         2122.06
     1845     90-94              345.11          184.95          530.06
     1845     95-99               67.87           22.11           89.98
     1845    100-104               5.74            5.13           10.87
     1845    105-109               0.00            0.00            0.00
     1845    110+                  0.00            0.00            0.00
     1846        0             18125.35        18524.74        36650.09
     1846      1-4             65419.33        66327.27       131746.60
     1846      5-9             72422.42        73961.17       146383.59
     1846     10-14            65450.35        66930.73       132381.08
     1846     15-19            62260.79        62048.30       124309.09
     1846     20-24            65100.75        63856.36       128957.11
     1846     25-29            58640.72        57544.07       116184.79
     1846     30-34            47044.24        46603.19        93647.43
     1846     35-39            42521.96        42297.79        84819.75
     1846     40-44            40049.28        39989.05        80038.33
     1846     45-49            35246.79        33852.23        69099.02
     1846     50-54            29840.05        27751.95        57592.00
     1846     55-59            23895.87        21425.94        45321.81
     1846     60-64            21063.52        18127.79        39191.31
     1846     65-69            17513.98        14650.97        32164.95
     1846     70-74            11623.88         9364.12        20988.00
     1846     75-79             7306.66         5452.53        12759.19
     1846     80-84             4006.29         2736.65         6742.94
     1846     85-89             1331.80          832.50         2164.30
     1846     90-94              338.22          186.99          525.21
     1846     95-99               65.08           24.49           89.57
     1846    100-104               5.62            2.49            8.11
     1846    105-109               0.00            0.00            0.00
     1846    110+                  0.00            0.00            0.00
     1847        0             17924.28        18075.92        36000.20
     1847      1-4             65117.35        65655.93       130773.28
     1847      5-9             73022.93        74815.46       147838.39
     1847     10-14            67450.78        68915.56       136366.34
     1847     15-19            60999.83        60239.14       121238.97
     1847     20-24            65021.06        62957.69       127978.75
     1847     25-29            59377.17        57927.27       117304.44
     1847     30-34            48982.24        48607.50        97589.74
     1847     35-39            42351.04        42214.47        84565.51
     1847     40-44            40625.20        40483.80        81109.00
     1847     45-49            35552.14        34493.31        70045.45
     1847     50-54            30435.27        28406.60        58841.87
     1847     55-59            24330.58        21927.84        46258.42
     1847     60-64            21073.52        18080.21        39153.73
     1847     65-69            17448.03        14590.19        32038.22
     1847     70-74            12032.25         9721.64        21753.89
     1847     75-79             7199.22         5439.88        12639.10
     1847     80-84             4046.71         2760.90         6807.61
     1847     85-89             1335.28          843.41         2178.69
     1847     90-94              338.99          188.14          527.13
     1847     95-99               64.69           26.13           90.82
     1847    100-104               7.29            2.10            9.39
     1847    105-109               0.00            0.00            0.00
     1847    110+                  0.00            0.00            0.00
     1848        0             18427.19        18868.66        37295.85
     1848      1-4             65079.34        65329.43       130408.77
     1848      5-9             73504.24        75320.24       148824.48
     1848     10-14            68895.22        70443.25       139338.47
     1848     15-19            60452.36        59700.50       120152.86
     1848     20-24            64619.53        61384.99       126004.52
     1848     25-29            60255.91        58166.90       118422.81
     1848     30-34            50667.95        50282.02       100949.97
     1848     35-39            42622.40        42673.03        85295.43
     1848     40-44            40726.63        40483.49        81210.12
     1848     45-49            36218.38        35380.63        71599.01
     1848     50-54            30780.46        28917.70        59698.16
     1848     55-59            24899.26        22515.47        47414.73
     1848     60-64            20942.25        17980.94        38923.19
     1848     65-69            17446.38        14504.18        31950.56
     1848     70-74            12214.42         9923.47        22137.89
     1848     75-79             7050.96         5371.57        12422.53
     1848     80-84             4026.39         2745.49         6771.88
     1848     85-89             1340.34          845.63         2185.97
     1848     90-94              342.64          185.56          528.20
     1848     95-99               59.06           25.53           84.59
     1848    100-104               1.84            2.75            4.59
     1848    105-109               0.00            0.00            0.00
     1848    110+                  0.00            0.00            0.00
     1849        0             18844.68        19273.48        38118.16
     1849      1-4             65518.66        65800.81       131319.47
     1849      5-9             74238.82        76118.32       150357.14
     1849     10-14            69474.06        71128.42       140602.48
     1849     15-19            60952.67        60783.14       121735.81
     1849     20-24            63917.76        59037.85       122955.61
     1849     25-29            61337.19        58232.53       119569.72
     1849     30-34            52010.77        51600.38       103611.15
     1849     35-39            43427.33        43653.71        87081.04
     1849     40-44            40348.23        40073.15        80421.38
     1849     45-49            37244.40        36493.06        73737.46
     1849     50-54            30997.01        29301.61        60298.62
     1849     55-59            25532.51        23278.09        48810.60
     1849     60-64            20799.07        17946.66        38745.73
     1849     65-69            17616.59        14564.08        32180.67
     1849     70-74            12284.77        10096.96        22381.73
     1849     75-79             7143.15         5428.07        12571.22
     1849     80-84             4015.39         2679.40         6694.79
     1849     85-89             1419.14          850.94         2270.08
     1849     90-94              353.31          190.73          544.04
     1849     95-99               65.69           31.24           96.93
     1849    100-104               2.15            3.13            5.28
     1849    105-109               0.00            0.00            0.00
     1849    110+                  0.00            0.00            0.00
     1850        0             19606.03        19699.45        39305.48
     1850      1-4             66584.06        66865.48       133449.54
     1850      5-9             75603.35        77468.18       153071.53
     1850     10-14            68884.14        70687.33       139571.47
     1850     15-19            62572.37        63626.75       126199.12
     1850     20-24            62817.51        55667.69       118485.20
     1850     25-29            62603.91        58102.75       120706.66
     1850     30-34            52699.07        52160.36       104859.43
     1850     35-39            44813.00        45282.57        90095.57
     1850     40-44            39361.21        39138.47        78499.68
     1850     45-49            38595.98        37817.68        76413.66
     1850     50-54            30964.85        29532.84        60497.69
     1850     55-59            26237.30        24047.42        50284.72
     1850     60-64            20575.22        17821.35        38396.57
     1850     65-69            17870.23        14652.66        32522.89
     1850     70-74            12145.10        10160.55        22305.65
     1850     75-79             7288.81         5562.08        12850.89
     1850     80-84             3968.50         2599.64         6568.14
     1850     85-89             1454.66          869.04         2323.70
     1850     90-94              358.39          174.94          533.33
     1850     95-99               63.63           33.66           97.29
     1850    100-104               3.28            1.97            5.25
     1850    105-109               0.00            0.00            0.00
     1850    110+                  0.00            0.00            0.00
     1851        0             19353.81        20086.16        39439.97
     1851      1-4             67834.34        67840.26       135674.60
     1851      5-9             76035.16        77709.65       153744.81
     1851     10-14            69425.64        71136.03       140561.67
     1851     15-19            64610.97        65444.96       130055.93
     1851     20-24            61459.29        56283.03       117742.32
     1851     25-29            62695.85        58162.71       120858.56
     1851     30-34            54462.02        53480.00       107942.02
     1851     35-39            45502.70        45740.13        91242.83
     1851     40-44            39818.84        39639.16        79458.00
     1851     45-49            38575.91        37848.03        76423.94
     1851     50-54            31830.85        30463.33        62294.18
     1851     55-59            26769.33        24548.87        51318.20
     1851     60-64            21016.12        18198.60        39214.72
     1851     65-69            17551.32        14477.39        32028.71
     1851     70-74            12535.28        10339.34        22874.62
     1851     75-79             7497.28         5747.17        13244.45
     1851     80-84             3958.43         2569.97         6528.40
     1851     85-89             1521.20          923.08         2444.28
     1851     90-94              387.25          164.01          551.26
     1851     95-99               71.10           39.00          110.10
     1851    100-104               4.09            1.07            5.16
     1851    105-109               0.00            0.00            0.00
     1851    110+                  0.00            0.00            0.00
     1852        0             19138.41        19667.78        38806.19
     1852      1-4             69096.32        69396.35       138492.67
     1852      5-9             76259.39        77709.82       153969.21
     1852     10-14            70115.42        71861.71       141977.13
     1852     15-19            66817.14        67675.76       134492.90
     1852     20-24            60266.76        56459.32       116726.08
     1852     25-29            62440.60        58220.65       120661.25
     1852     30-34            56006.76        54682.65       110689.41
     1852     35-39            46529.81        46645.67        93175.48
     1852     40-44            40323.61        40135.82        80459.43
     1852     45-49            38519.11        37799.16        76318.27
     1852     50-54            32681.60        31406.78        64088.38
     1852     55-59            27180.96        25005.36        52186.32
     1852     60-64            21574.48        18653.14        40227.62
     1852     65-69            17370.34        14367.17        31737.51
     1852     70-74            12846.84        10480.78        23327.62
     1852     75-79             7737.53         5974.53        13712.06
     1852     80-84             4013.44         2571.92         6585.36
     1852     85-89             1528.29          945.32         2473.61
     1852     90-94              381.11          159.97          541.08
     1852     95-99               76.14           32.97          109.11
     1852    100-104               4.17            1.95            6.12
     1852    105-109               0.00            0.00            0.00
     1852    110+                  0.00            0.00            0.00
     1853        0             21018.01        21649.91        42667.92
     1853      1-4             70216.01        70905.68       141121.69
     1853      5-9             76351.63        77560.11       153911.74
     1853     10-14            70654.44        72455.37       143109.81
     1853     15-19            68793.23        69424.38       138217.61
     1853     20-24            59803.90        57167.15       116971.05
     1853     25-29            61976.41        58294.00       120270.41
     1853     30-34            57040.91        55601.14       112642.05
     1853     35-39            48013.39        48097.37        96110.76
     1853     40-44            40613.00        40453.88        81066.88
     1853     45-49            38453.84        37761.71        76215.55
     1853     50-54            33501.26        32271.27        65772.53
     1853     55-59            27547.23        25403.53        52950.76
     1853     60-64            22130.94        19178.58        41309.52
     1853     65-69            17332.25        14307.07        31639.32
     1853     70-74            13007.31        10475.30        23482.61
     1853     75-79             7978.92         6151.30        14130.22
     1853     80-84             4049.43         2581.84         6631.27
     1853     85-89             1493.18          932.81         2425.99
     1853     90-94              374.52          184.09          558.61
     1853     95-99               84.83           20.83          105.66
     1853    100-104               1.26            0.47            1.73
     1853    105-109               0.00            0.00            0.00
     1853    110+                  0.00            0.00            0.00
     1854        0             20422.65        20976.48        41399.13
     1854      1-4             71565.62        72803.31       144368.93
     1854      5-9             77470.76        78274.43       155745.19
     1854     10-14            71455.78        73436.07       144891.85
     1854     15-19            69248.46        69558.80       138807.26
     1854     20-24            60847.17        58875.43       119722.60
     1854     25-29            61186.53        58190.53       119377.06
     1854     30-34            57418.09        56112.28       113530.37
     1854     35-39            49593.72        49752.07        99345.79
     1854     40-44            40672.10        40383.12        81055.22
     1854     45-49            38209.73        37448.32        75658.05
     1854     50-54            33931.81        32843.32        66775.13
     1854     55-59            27635.02        25600.37        53235.39
     1854     60-64            22443.82        19560.86        42004.68
     1854     65-69            17125.62        14196.46        31322.08
     1854     70-74            12668.25        10247.93        22916.18
     1854     75-79             8041.20         6232.06        14273.26
     1854     80-84             3988.67         2613.37         6602.04
     1854     85-89             1450.90          861.11         2312.01
     1854     90-94              364.87          201.21          566.08
     1854     95-99               78.82           17.64           96.46
     1854    100-104               3.98            0.00            3.98
     1854    105-109               0.00            0.00            0.00
     1854    110+                  0.00            0.00            0.00
     1855        0             21934.24        22256.70        44190.94
     1855      1-4             73438.46        75029.38       148467.84
     1855      5-9             79238.52        79767.10       159005.62
     1855     10-14            72061.76        74258.13       146319.89
     1855     15-19            69042.10        69713.71       138755.81
     1855     20-24            63044.37        60700.51       123744.88
     1855     25-29            60364.84        58132.00       118496.84
     1855     30-34            57680.44        56686.86       114367.30
     1855     35-39            51386.87        51880.97       103267.84
     1855     40-44            41022.25        40654.15        81676.40
     1855     45-49            38136.89        37239.67        75376.56
     1855     50-54            34721.77        33836.33        68558.10
     1855     55-59            27986.79        25986.33        53973.12
     1855     60-64            23044.53        20100.77        43145.30
     1855     65-69            17437.18        14406.34        31843.52
     1855     70-74            12538.76        10112.93        22651.69
     1855     75-79             8426.88         6466.20        14893.08
     1855     80-84             4054.76         2769.91         6824.67
     1855     85-89             1475.63          834.25         2309.88
     1855     90-94              377.85          213.46          591.31
     1855     95-99               60.67           23.77           84.44
     1855    100-104               3.00            1.28            4.28
     1855    105-109               0.00            0.00            0.00
     1855    110+                  0.00            0.00            0.00
     1856        0             21564.23        22331.77        43896.00
     1856      1-4             75990.93        77176.60       153167.53
     1856      5-9             80882.84        81893.17       162776.01
     1856     10-14            72529.62        74469.04       146998.66
     1856     15-19            69112.56        69792.14       138904.70
     1856     20-24            64529.75        62943.60       127473.35
     1856     25-29            59558.92        57150.02       116708.94
     1856     30-34            58751.02        57767.66       116518.68
     1856     35-39            52176.95        52402.40       104579.35
     1856     40-44            42476.14        42233.36        84709.50
     1856     45-49            37974.08        37062.87        75036.95
     1856     50-54            35100.96        34050.39        69151.35
     1856     55-59            28665.69        26813.38        55479.07
     1856     60-64            23469.71        20642.30        44112.01
     1856     65-69            17463.48        14510.27        31973.75
     1856     70-74            12515.37        10027.85        22543.22
     1856     75-79             8219.87         6265.14        14485.01
     1856     80-84             4046.00         2816.55         6862.55
     1856     85-89             1364.71          749.56         2114.27
     1856     90-94              350.31          197.77          548.08
     1856     95-99               58.34           24.35           82.69
     1856    100-104               3.48            0.49            3.97
     1856    105-109               0.00            0.00            0.00
     1856    110+                  0.00            0.00            0.00
     1857        0             22461.65        22819.25        45280.90
     1857      1-4             77727.88        78895.30       156623.18
     1857      5-9             82683.81        84139.58       166823.39
     1857     10-14            73062.50        74639.49       147701.99
     1857     15-19            69402.18        70039.76       139441.94
     1857     20-24            66158.15        65320.94       131479.09
     1857     25-29            58714.41        56130.13       114844.54
     1857     30-34            59239.54        58236.36       117475.90
     1857     35-39            53010.26        53094.13       106104.39
     1857     40-44            44121.03        43968.40        88089.43
     1857     45-49            38001.91        37163.02        75164.93
     1857     50-54            35468.85        34329.34        69798.19
     1857     55-59            29319.04        27601.86        56920.90
     1857     60-64            23976.12        21127.28        45103.40
     1857     65-69            17777.47        14810.10        32587.57
     1857     70-74            12591.95        10144.63        22736.58
     1857     75-79             8211.90         6199.07        14410.97
     1857     80-84             4220.41         2997.72         7218.13
     1857     85-89             1373.75          746.58         2120.33
     1857     90-94              350.24          190.92          541.16
     1857     95-99               59.54           26.44           85.98
     1857    100-104               3.04            0.47            3.51
     1857    105-109               0.00            0.00            0.00
     1857    110+                  0.00            0.00            0.00
     1858        0             22664.85        23368.16        46033.01
     1858      1-4             79044.33        80030.82       159075.15
     1858      5-9             84088.86        85804.85       169893.71
     1858     10-14            73559.30        75002.58       148561.88
     1858     15-19            69936.34        70471.99       140408.33
     1858     20-24            67865.89        66616.20       134482.09
     1858     25-29            58114.05        56359.25       114473.30
     1858     30-34            58928.88        57986.97       116915.85
     1858     35-39            53910.05        53823.82       107733.87
     1858     40-44            45759.70        45661.80        91421.50
     1858     45-49            38207.23        37343.03        75550.26
     1858     50-54            35624.04        34361.49        69985.53
     1858     55-59            29964.80        28385.88        58350.68
     1858     60-64            24240.48        21601.29        45841.77
     1858     65-69            18208.88        15152.25        33361.13
     1858     70-74            12613.41        10140.09        22753.50
     1858     75-79             8160.62         6144.28        14304.90
     1858     80-84             4395.48         3117.23         7512.71
     1858     85-89             1341.20          764.19         2105.39
     1858     90-94              345.80          181.16          526.96
     1858     95-99               56.37           26.04           82.41
     1858    100-104               1.50            0.37            1.87
     1858    105-109               0.00            0.00            0.00
     1858    110+                  0.00            0.00            0.00
     1859        0             23413.50        23775.74        47189.24
     1859      1-4             79286.79        80193.56       159480.35
     1859      5-9             84830.42        86739.97       171570.39
     1859     10-14            74637.40        75969.76       150607.16
     1859     15-19            70750.93        71349.93       142100.86
     1859     20-24            68858.15        67083.44       135941.59
     1859     25-29            58553.80        57438.63       115992.43
     1859     30-34            57913.64        57084.03       114997.67
     1859     35-39            54865.91        54856.14       109722.05
     1859     40-44            47161.64        47161.79        94323.43
     1859     45-49            38806.56        37899.41        76705.97
     1859     50-54            35490.49        34033.11        69523.60
     1859     55-59            30818.79        29323.75        60142.54
     1859     60-64            24377.22        21826.73        46203.95
     1859     65-69            18866.43        15680.15        34546.58
     1859     70-74            12605.96        10092.03        22697.99
     1859     75-79             8238.23         6156.61        14394.84
     1859     80-84             4599.93         3226.85         7826.78
     1859     85-89             1362.02          825.82         2187.84
     1859     90-94              345.35          168.62          513.97
     1859     95-99               49.88           25.15           75.03
     1859    100-104               1.32            0.39            1.71
     1859    105-109               0.00            0.00            0.00
     1859    110+                  0.00            0.00            0.00
     1860        0             23877.18        24918.89        48796.07
     1860      1-4             80372.02        81083.54       161455.56
     1860      5-9             86920.61        88909.58       175830.19
     1860     10-14            75621.63        76787.76       152409.39
     1860     15-19            71810.42        73025.99       144836.41
     1860     20-24            69085.27        66446.30       135531.57
     1860     25-29            60429.67        59747.54       120177.21
     1860     30-34            56228.45        55496.14       111724.59
     1860     35-39            56263.26        56307.64       112570.90
     1860     40-44            47945.69        48067.09        96012.78
     1860     45-49            40112.33        39138.60        79250.93
     1860     50-54            34822.71        33237.95        68060.66
     1860     55-59            31924.82        30451.85        62376.67
     1860     60-64            24481.16        22028.68        46509.84
     1860     65-69            19705.72        16376.59        36082.31
     1860     70-74            12542.78         9993.10        22535.88
     1860     75-79             8336.23         6260.25        14596.48
     1860     80-84             4812.26         3283.85         8096.11
     1860     85-89             1417.17          894.84         2312.01
     1860     90-94              351.68          157.03          508.71
     1860     95-99               48.45           29.37           77.82
     1860    100-104               2.91            0.48            3.39
     1860    105-109               0.00            0.00            0.00
