Republic of Korea, Exposure to risk (period 1x5), 	Last modified: 20 Jul 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
2003-2004        0            444023.61       482938.95       926962.55
2003-2004        1            481889.28       525865.39      1007754.67
2003-2004        2            538427.71       588514.73      1126942.44
2003-2004        3            589071.24       644912.27      1233983.51
2003-2004        4            600216.72       658246.16      1258462.88
2003-2004        5            614860.10       672321.21      1287181.32
2003-2004        6            640252.20       700048.68      1340300.88
2003-2004        7            655718.79       727434.35      1383153.14
2003-2004        8            662053.06       748203.34      1410256.39
2003-2004        9            663443.16       758756.24      1422199.40
2003-2004       10            671345.37       768076.74      1439422.11
2003-2004       11            676487.18       765486.93      1441974.11
2003-2004       12            648496.39       731486.60      1379982.99
2003-2004       13            612047.26       692995.33      1305042.59
2003-2004       14            598911.30       672343.45      1271254.75
2003-2004       15            589905.29       653315.40      1243220.69
2003-2004       16            588850.34       645054.17      1233904.52
2003-2004       17            602531.81       658306.98      1260838.79
2003-2004       18            616205.51       669802.59      1286008.11
2003-2004       19            651214.87       698609.43      1349824.30
2003-2004       20            720087.76       765585.05      1485672.81
2003-2004       21            784978.06       831504.27      1616482.33
2003-2004       22            821661.57       869317.41      1690978.98
2003-2004       23            821684.54       863925.63      1685610.17
2003-2004       24            782158.91       821553.27      1603712.18
2003-2004       25            741503.25       780978.63      1522481.87
2003-2004       26            743826.99       776421.44      1520248.43
2003-2004       27            758653.38       788096.69      1546750.07
2003-2004       28            785527.00       815914.79      1601441.78
2003-2004       29            836720.68       866186.61      1702907.29
2003-2004       30            871440.21       902572.07      1774012.28
2003-2004       31            888304.82       929887.24      1818192.05
2003-2004       32            904291.53       951030.71      1855322.24
2003-2004       33            909436.84       948696.18      1858133.02
2003-2004       34            912184.24       941185.25      1853369.49
2003-2004       35            905941.25       921922.01      1827863.26
2003-2004       36            858944.82       884031.74      1742976.56
2003-2004       37            817471.15       866744.07      1684215.22
2003-2004       38            822006.36       867551.82      1689558.18
2003-2004       39            814414.43       856153.33      1670567.76
2003-2004       40            806787.07       860249.49      1667036.56
2003-2004       41            853111.90       903651.37      1756763.27
2003-2004       42            905783.07       938712.85      1844495.92
2003-2004       43            908121.04       929534.30      1837655.34
2003-2004       44            855172.62       880359.14      1735531.76
2003-2004       45            795538.52       829292.93      1624831.45
2003-2004       46            755865.73       790066.53      1545932.26
2003-2004       47            730234.12       751683.44      1481917.56
2003-2004       48            702414.96       714482.13      1416897.09
2003-2004       49            633061.30       646525.73      1279587.02
2003-2004       50            580434.48       590675.48      1171109.96
2003-2004       51            550539.47       556665.28      1107204.74
2003-2004       52            492160.01       498238.21       990398.21
2003-2004       53            469710.08       474541.74       944251.82
2003-2004       54            481513.32       484806.74       966320.05
2003-2004       55            486717.07       485379.14       972096.21
2003-2004       56            468300.94       461520.61       929821.55
2003-2004       57            412661.32       403647.10       816308.41
2003-2004       58            379461.72       363268.43       742730.16
2003-2004       59            391917.58       362810.62       754728.21
2003-2004       60            431461.80       393438.65       824900.44
2003-2004       61            464355.48       421165.11       885520.58
2003-2004       62            439723.36       392243.06       831966.42
2003-2004       63            405830.98       353229.00       759059.98
2003-2004       64            398861.35       340409.56       739270.90
2003-2004       65            384220.00       321411.07       705631.07
2003-2004       66            365165.47       298156.86       663322.32
2003-2004       67            354948.81       280320.63       635269.44
2003-2004       68            344344.01       261516.36       605860.37
2003-2004       69            321802.96       234169.21       555972.16
2003-2004       70            295997.84       205589.23       501587.07
2003-2004       71            274622.94       180476.85       455099.79
2003-2004       72            254785.14       156543.43       411328.58
2003-2004       73            241951.64       140545.95       382497.59
2003-2004       74            230275.38       130696.86       360972.24
2003-2004       75            214014.75       117712.83       331727.58
2003-2004       76            192454.37       102285.69       294740.06
2003-2004       77            169418.85        87824.50       257243.35
2003-2004       78            151202.95        78071.99       229274.94
2003-2004       79            140410.82        72578.27       212989.09
2003-2004       80            135230.32        66322.33       201552.65
2003-2004       81            125045.57        58521.94       183567.52
2003-2004       82            105668.51        48275.85       153944.36
2003-2004       83             86702.83        39009.66       125712.48
2003-2004       84             72794.73        31686.56       104481.29
2003-2004       85             62979.01        25607.84        88586.85
2003-2004       86             55330.86        20504.07        75834.93
2003-2004       87             46959.11        15947.47        62906.58
2003-2004       88             37834.86        11986.77        49821.63
2003-2004       89             30429.24         9023.90        39453.14
2003-2004       90             24891.93         6940.06        31831.99
2003-2004       91             19724.45         5324.21        25048.66
2003-2004       92             14797.55         3981.36        18778.92
2003-2004       93             10794.16         2909.89        13704.05
2003-2004       94              7969.94         2040.76        10010.69
2003-2004       95              5846.43         1325.47         7171.89
2003-2004       96              4085.62          821.98         4907.59
2003-2004       97              2734.73          507.52         3242.25
2003-2004       98              1801.44          312.69         2114.13
2003-2004       99              1225.09          194.96         1420.04
2003-2004      100               838.64          121.56          960.20
2003-2004      101               537.56           73.71          611.27
2003-2004      102               327.99           40.88          368.87
2003-2004      103               194.83           21.53          216.36
2003-2004      104               112.52           10.77          123.29
2003-2004      105                63.04            4.77           67.81
2003-2004      106                34.03            1.45           35.48
2003-2004      107                17.62            0.19           17.80
2003-2004      108                 8.65            0.00            8.65
2003-2004      109                 3.88            0.00            3.88
2003-2004      110+                1.63            0.00            1.63
2005-2009        0           1058813.68      1131715.12      2190528.80
2005-2009        1           1120432.85      1200233.41      2320666.26
2005-2009        2           1120137.91      1206327.27      2326465.18
2005-2009        3           1146013.78      1240193.17      2386206.94
2005-2009        4           1223586.17      1328957.57      2552543.74
2005-2009        5           1307775.66      1425454.09      2733229.75
2005-2009        6           1374586.78      1502502.52      2877089.30
2005-2009        7           1456903.59      1592490.52      3049394.11
2005-2009        8           1529807.51      1673628.51      3203436.02
2005-2009        9           1570705.86      1727847.70      3298553.56
2005-2009       10           1599779.09      1773765.53      3373544.62
2005-2009       11           1631878.25      1826090.93      3457969.18
2005-2009       12           1654853.35      1867987.83      3522841.18
2005-2009       13           1667294.35      1890564.95      3557859.30
2005-2009       14           1646996.52      1870956.01      3517952.53
2005-2009       15           1617199.26      1834808.84      3452008.10
2005-2009       16           1582005.69      1783886.18      3365891.87
2005-2009       17           1535305.46      1718332.63      3253638.09
2005-2009       18           1494467.54      1661878.64      3156346.18
2005-2009       19           1490100.36      1644753.66      3134854.02
2005-2009       20           1499599.12      1638725.72      3138324.84
2005-2009       21           1543110.08      1671567.60      3214677.69
2005-2009       22           1630007.37      1752656.55      3382663.92
2005-2009       23           1739940.36      1859385.25      3599325.61
2005-2009       24           1850024.96      1963659.58      3813684.54
2005-2009       25           1946644.51      2053128.20      3999772.71
2005-2009       26           1983023.48      2086458.72      4069482.20
2005-2009       27           1970227.33      2068210.25      4038437.58
2005-2009       28           1942657.91      2030481.12      3973139.03
2005-2009       29           1907391.73      1987213.38      3894605.11
2005-2009       30           1904874.13      1983577.35      3888451.48
2005-2009       31           1958820.07      2032182.72      3991002.79
2005-2009       32           2031326.87      2103714.25      4135041.11
2005-2009       33           2100246.81      2183389.70      4283636.51
2005-2009       34           2173749.23      2264002.75      4437751.97
2005-2009       35           2221102.39      2312929.38      4534031.77
2005-2009       36           2247241.09      2336481.29      4583722.38
2005-2009       37           2254129.36      2330601.21      4584730.57
2005-2009       38           2217184.78      2288900.64      4506085.43
2005-2009       39           2167279.07      2243731.59      4411010.66
2005-2009       40           2130058.23      2205698.70      4335756.92
2005-2009       41           2069449.98      2157130.09      4226580.08
2005-2009       42           2030983.10      2141765.24      4172748.34
2005-2009       43           2063222.91      2173466.83      4236689.74
2005-2009       44           2117973.57      2209840.18      4327813.75
2005-2009       45           2148013.78      2231123.38      4379137.16
2005-2009       46           2157968.38      2230364.00      4388332.37
2005-2009       47           2136142.15      2197183.67      4333325.82
2005-2009       48           2060800.94      2114369.35      4175170.29
2005-2009       49           1961588.80      2008595.86      3970184.66
2005-2009       50           1856241.79      1898223.67      3754465.46
2005-2009       51           1740362.80      1773792.08      3514154.88
2005-2009       52           1641872.25      1659409.89      3301282.14
2005-2009       53           1535752.01      1540945.41      3076697.41
2005-2009       54           1404590.46      1406337.55      2810928.01
2005-2009       55           1303593.31      1301239.36      2604832.67
2005-2009       56           1253238.98      1243971.88      2497210.86
2005-2009       57           1209792.97      1194992.35      2404785.32
2005-2009       58           1170193.78      1147526.82      2317720.60
2005-2009       59           1129065.69      1098393.35      2227459.04
2005-2009       60           1078222.33      1034765.01      2112987.34
2005-2009       61           1037472.50       975309.91      2012782.41
2005-2009       62           1021148.22       940643.64      1961791.86
2005-2009       63           1031266.49       930643.38      1961909.87
2005-2009       64           1044829.59       921982.80      1966812.39
2005-2009       65           1053157.28       911155.91      1964313.19
2005-2009       66           1047075.85       889452.16      1936528.01
2005-2009       67           1001197.52       831553.69      1832751.21
2005-2009       68            943770.42       762362.40      1706132.82
2005-2009       69            911795.65       715461.39      1627257.03
2005-2009       70            876372.48       665321.77      1541694.25
2005-2009       71            828622.74       605431.99      1434054.74
2005-2009       72            781722.49       546677.96      1328400.44
2005-2009       73            731279.87       486808.03      1218087.90
2005-2009       74            675561.99       424606.67      1100168.66
2005-2009       75            623681.21       369380.36       993061.56
2005-2009       76            578063.37       324276.58       902339.95
2005-2009       77            534377.36       284079.24       818456.60
2005-2009       78            488248.76       247934.16       736182.92
2005-2009       79            441586.12       216634.35       658220.46
2005-2009       80            390961.60       186536.43       577498.03
2005-2009       81            346997.60       161199.89       508197.49
2005-2009       82            310932.62       139997.87       450930.48
2005-2009       83            276999.13       121015.01       398014.14
2005-2009       84            242777.31       102926.73       345704.04
2005-2009       85            209469.66        85637.82       295107.48
2005-2009       86            176048.15        69006.48       245054.63
2005-2009       87            143386.75        53716.34       197103.08
2005-2009       88            115959.72        41050.07       157009.78
2005-2009       89             93857.80        30949.24       124807.04
2005-2009       90             75147.57        22819.68        97967.25
2005-2009       91             59717.65        16627.05        76344.69
2005-2009       92             46321.15        11998.25        58319.40
2005-2009       93             34714.99         8584.25        43299.24
2005-2009       94             25483.62         6151.34        31634.96
2005-2009       95             18427.02         4347.82        22774.83
2005-2009       96             13040.33         3013.03        16053.36
2005-2009       97              8928.12         1990.51        10918.63
2005-2009       98              5958.08         1259.26         7217.34
2005-2009       99              3908.48          776.28         4684.76
2005-2009      100              2480.48          450.07         2930.55
2005-2009      101              1517.01          259.36         1776.37
2005-2009      102               907.92          149.68         1057.60
2005-2009      103               532.90           84.65          617.55
2005-2009      104               305.81           46.02          351.83
2005-2009      105               171.07           23.74          194.81
2005-2009      106                92.23           10.77          103.00
2005-2009      107                47.12            3.14           50.26
2005-2009      108                22.32            0.36           22.68
2005-2009      109                 9.13            0.00            9.13
2005-2009      110+                2.43            0.00            2.43
2010-2014        0           1073075.70      1135646.10      2208721.80
2010-2014        1           1129157.97      1196065.89      2325223.86
2010-2014        2           1141056.48      1209506.05      2350562.54
2010-2014        3           1136746.94      1207081.90      2343828.84
2010-2014        4           1116634.75      1188507.20      2305141.95
2010-2014        5           1114986.13      1189517.52      2304503.66
2010-2014        6           1127486.63      1206963.43      2334450.06
2010-2014        7           1124643.29      1210425.71      2335068.99
2010-2014        8           1148618.62      1242500.31      2391118.93
2010-2014        9           1224849.10      1329720.45      2554569.54
2010-2014       10           1307980.43      1424785.64      2732766.07
2010-2014       11           1373458.66      1500299.72      2873758.38
2010-2014       12           1454730.09      1589196.36      3043926.45
2010-2014       13           1527035.01      1669592.17      3196627.19
2010-2014       14           1567578.60      1723228.12      3290806.72
2010-2014       15           1596059.22      1768532.70      3364591.92
2010-2014       16           1627590.18      1820015.84      3447606.02
2010-2014       17           1649974.07      1860355.88      3510329.95
2010-2014       18           1662621.68      1881954.55      3544576.23
2010-2014       19           1642192.22      1861653.32      3503845.54
2010-2014       20           1612758.91      1824980.94      3437739.85
2010-2014       21           1578442.73      1774609.89      3353052.61
2010-2014       22           1533509.74      1710060.21      3243569.95
2010-2014       23           1495259.66      1654389.84      3149649.50
2010-2014       24           1493786.60      1637345.05      3131131.65
2010-2014       25           1505830.94      1631272.52      3137103.46
2010-2014       26           1550947.89      1663798.60      3214746.49
2010-2014       27           1638741.00      1744143.68      3382884.68
2010-2014       28           1748791.99      1850469.60      3599261.59
2010-2014       29           1857857.16      1954635.76      3812492.93
2010-2014       30           1953591.54      2044004.62      3997596.17
2010-2014       31           1988544.89      2077361.30      4065906.19
2010-2014       32           1974391.90      2060158.02      4034549.92
2010-2014       33           1945016.19      2023205.71      3968221.90
2010-2014       34           1908427.76      1980331.23      3888758.99
2010-2014       35           1904200.44      1976752.03      3880952.47
2010-2014       36           1956584.35      2024957.46      3981541.81
2010-2014       37           2028169.60      2096110.67      4124280.27
2010-2014       38           2096037.00      2174660.20      4270697.20
2010-2014       39           2169159.30      2253941.12      4423100.42
2010-2014       40           2216438.82      2301742.41      4518181.23
2010-2014       41           2242337.90      2324815.01      4567152.91
2010-2014       42           2249164.91      2317940.28      4567105.19
2010-2014       43           2212308.33      2275415.87      4487724.19
