West Germany, Exposure to risk (period 1x5), 	Last modified: 03 Jun 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1956-1959        0           1672245.70      1767645.37      3439891.06
1956-1959        1           1602539.20      1688495.88      3291035.08
1956-1959        2           1560620.83      1640670.49      3201291.31
1956-1959        3           1527240.13      1605196.69      3132436.81
1956-1959        4           1510290.98      1586166.12      3096457.10
1956-1959        5           1504556.47      1579527.20      3084083.67
1956-1959        6           1506254.85      1581442.47      3087697.32
1956-1959        7           1507580.69      1582140.84      3089721.53
1956-1959        8           1483598.79      1555996.77      3039595.56
1956-1959        9           1450498.48      1519024.15      2969522.63
1956-1959       10           1357110.71      1415937.91      2773048.62
1956-1959       11           1300582.17      1350884.99      2651467.16
1956-1959       12           1321777.95      1368922.75      2690700.69
1956-1959       13           1353217.80      1401338.81      2754556.62
1956-1959       14           1482114.50      1536068.17      3018182.67
1956-1959       15           1639172.17      1698645.33      3337817.50
1956-1959       16           1762739.17      1822103.83      3584843.00
1956-1959       17           1870126.83      1933123.50      3803250.33
1956-1959       18           1915834.00      1988628.50      3904462.50
1956-1959       19           1884465.67      1961480.83      3845946.50
1956-1959       20           1823408.50      1899601.67      3723010.17
1956-1959       21           1755944.50      1826402.67      3582347.17
1956-1959       22           1663278.00      1721051.67      3384329.67
1956-1959       23           1552733.33      1601706.84      3154440.17
1956-1959       24           1462692.33      1510430.84      2973123.17
1956-1959       25           1411523.83      1458032.67      2869556.50
1956-1959       26           1421304.50      1467369.17      2888673.67
1956-1959       27           1466335.17      1512851.50      2979186.67
1956-1959       28           1503313.17      1536841.34      3040154.50
1956-1959       29           1524783.33      1511764.17      3036547.50
1956-1959       30           1555911.33      1464552.17      3020463.50
1956-1959       31           1592335.50      1394347.34      2986682.84
1956-1959       32           1625604.17      1317827.67      2943431.83
1956-1959       33           1666974.83      1279137.50      2946112.34
1956-1959       34           1710069.33      1268663.67      2978733.00
1956-1959       35           1762778.00      1284987.33      3047765.33
1956-1959       36           1768035.83      1283483.83      3051519.67
1956-1959       37           1646662.17      1192039.33      2838701.50
1956-1959       38           1437415.50      1039246.67      2476662.17
1956-1959       39           1217231.00       884280.00      2101511.00
1956-1959       40           1103983.00       806881.17      1910864.17
1956-1959       41           1196275.50       874900.83      2071176.33
1956-1959       42           1404662.67      1029910.50      2434573.16
1956-1959       43           1614251.50      1194830.17      2809081.66
1956-1959       44           1762113.00      1319820.33      3081933.33
1956-1959       45           1816228.50      1379017.83      3195246.33
1956-1959       46           1831573.17      1408242.50      3239815.67
1956-1959       47           1840547.83      1429063.00      3269610.83
1956-1959       48           1845796.17      1450744.66      3296540.83
1956-1959       49           1842007.33      1471501.50      3313508.83
1956-1959       50           1813731.17      1482232.50      3295963.66
1956-1959       51           1773506.17      1490729.33      3264235.50
1956-1959       52           1731173.83      1488013.66      3219187.50
1956-1959       53           1692415.83      1480046.00      3172461.83
1956-1959       54           1660240.67      1463242.50      3123483.16
1956-1959       55           1623982.33      1427219.17      3051201.50
1956-1959       56           1585411.00      1380612.17      2966023.17
1956-1959       57           1544667.17      1316602.83      2861270.00
1956-1959       58           1496336.33      1232736.00      2729072.33
1956-1959       59           1451970.83      1144457.84      2596428.67
1956-1959       60           1411037.67      1060485.67      2471523.34
1956-1959       61           1361007.50       983399.50      2344407.00
1956-1959       62           1310619.50       919104.83      2229724.33
1956-1959       63           1255508.83       864329.83      2119838.67
1956-1959       64           1197036.67       818399.50      2015436.17
1956-1959       65           1142789.50       781930.67      1924720.17
1956-1959       66           1088822.17       748606.16      1837428.33
1956-1959       67           1038235.16       717874.50      1756109.66
1956-1959       68            987885.16       687695.83      1675580.99
1956-1959       69            935553.33       656120.33      1591673.66
1956-1959       70            881966.17       624000.49      1505966.66
1956-1959       71            826378.83       590350.16      1416728.99
1956-1959       72            768535.83       552938.33      1321474.16
1956-1959       73            711530.83       515892.82      1227423.65
1956-1959       74            654605.83       478893.33      1133499.16
1956-1959       75            598482.83       440289.32      1038772.16
1956-1959       76            546452.67       403869.66       950322.32
1956-1959       77            496112.00       367865.33       863977.32
1956-1959       78            445926.33       331464.32       777390.64
1956-1959       79            395434.83       295142.82       690577.65
1956-1959       80            355770.92       266154.20       621925.12
1956-1959       81            303874.25       227759.56       531633.81
1956-1959       82            253688.88       189718.03       443406.91
1956-1959       83            207178.24       153443.04       360621.28
1956-1959       84            163245.27       119808.12       283053.39
1956-1959       85            125615.74        90937.64       216553.38
1956-1959       86             96723.96        68659.50       165383.46
1956-1959       87             73087.09        50345.05       123432.14
1956-1959       88             54713.80        36275.02        90988.82
1956-1959       89             40674.59        25788.85        66463.45
1956-1959       90             29046.76        17605.87        46652.63
1956-1959       91             20080.45        11676.40        31756.85
1956-1959       92             13792.33         7673.57        21465.89
1956-1959       93              9056.74         4826.44        13883.18
1956-1959       94              5700.51         2927.26         8627.78
1956-1959       95              3544.58         1753.49         5298.08
1956-1959       96              2119.39         1029.31         3148.71
1956-1959       97              1215.83          569.87         1785.70
1956-1959       98               690.69          315.34         1006.03
1956-1959       99               349.88          170.92          520.80
1956-1959      100               156.50           61.60          218.10
1956-1959      101                72.47           27.31           99.78
1956-1959      102                35.38           11.68           47.05
1956-1959      103                16.66            3.67           20.32
1956-1959      104                 6.72            0.32            7.04
1956-1959      105                 1.71            0.00            1.71
1956-1959      106                 0.07            0.00            0.07
1956-1959      107                 0.00            0.00            0.00
1956-1959      108                 0.00            0.00            0.00
1956-1959      109                 0.00            0.00            0.00
1956-1959      110+                0.00            0.00            0.00
1960-1964        0           2413450.36      2540799.83      4954250.19
1960-1964        1           2333360.46      2452817.03      4786177.50
1960-1964        2           2262193.89      2379087.47      4641281.36
1960-1964        3           2194497.93      2309827.33      4504325.27
1960-1964        4           2120194.96      2233611.54      4353806.50
1960-1964        5           2052815.13      2162148.52      4214963.65
1960-1964        6           1995586.73      2099888.42      4095475.15
1960-1964        7           1953552.48      2053679.37      4007231.85
1960-1964        8           1919669.73      2017187.61      3936857.34
1960-1964        9           1903817.03      1999451.32      3903268.35
1960-1964       10           1900387.57      1995546.34      3895933.92
1960-1964       11           1902793.35      1999524.97      3902318.32
1960-1964       12           1879269.65      1975670.72      3854940.36
1960-1964       13           1849207.90      1941828.15      3791036.05
1960-1964       14           1760403.50      1845092.41      3605495.91
1960-1964       15           1704702.92      1779897.88      3484600.80
1960-1964       16           1705736.33      1777335.36      3483071.69
1960-1964       17           1735983.20      1811261.75      3547244.94
1960-1964       18           1813258.71      1907582.09      3720840.80
1960-1964       19           2008759.67      2127424.84      4136184.50
1960-1964       20           2188889.50      2320608.34      4509497.84
1960-1964       21           2288552.50      2426224.17      4714776.67
1960-1964       22           2355420.67      2495174.33      4850595.00
1960-1964       23           2368376.00      2511184.33      4879560.33
1960-1964       24           2315658.17      2466544.17      4782202.33
1960-1964       25           2232221.17      2385197.67      4617418.84
1960-1964       26           2122920.17      2271541.51      4394461.67
1960-1964       27           2006126.67      2146773.33      4152900.00
1960-1964       28           1914003.67      2044683.00      3958686.67
1960-1964       29           1845238.17      1967738.84      3812977.00
1960-1964       30           1812196.00      1927046.17      3739242.17
1960-1964       31           1827158.83      1936289.67      3763448.50
