Australia, Exposure to risk (period 5x1), 	Last modified: 10 Oct 2024;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1921           0             64052.13        66958.13       131010.26
  1921         1-4            232636.15       241315.32       473951.46
  1921         5-9            295252.14       302229.02       597481.16
  1921        10-14           262775.36       269682.90       532458.26
  1921        15-19           233943.51       238922.57       472866.08
  1921        20-24           230863.72       221884.31       452748.04
  1921        25-29           237151.10       225325.44       462476.54
  1921        30-34           222019.66       228091.12       450110.78
  1921        35-39           191816.09       199792.97       391609.06
  1921        40-44           162079.17       171083.45       333162.62
  1921        45-49           137543.95       146820.99       284364.95
  1921        50-54           120383.76       135263.34       255647.10
  1921        55-59           100772.85       117839.69       218612.55
  1921        60-64            79006.62        91317.71       170324.33
  1921        65-69            50331.76        57725.75       108057.50
  1921        70-74            32100.95        33735.81        65836.76
  1921        75-79            20778.45        19932.38        40710.84
  1921        80-84            11606.97        10739.15        22346.12
  1921        85-89             4837.22         4179.77         9016.99
  1921        90-94             1331.74         1111.81         2443.56
  1921        95-99              232.30          194.28          426.58
  1921       100-104              28.30           36.71           65.01
  1921       105-109               0.00            5.42            5.42
  1921       110+                  0.00            1.23            1.23
  1922           0             64732.42        67443.19       132175.62
  1922         1-4            235985.26       245167.14       481152.39
  1922         5-9            296578.99       304458.15       601037.14
  1922        10-14           269704.67       276257.31       545961.98
  1922        15-19           238248.74       244879.03       483127.77
  1922        20-24           230326.86       225599.29       455926.15
  1922        25-29           236019.34       222622.97       458642.31
  1922        30-34           226898.08       230842.69       457740.76
  1922        35-39           197705.15       206211.12       403916.27
  1922        40-44           167674.22       176600.12       344274.35
  1922        45-49           140188.40       148711.80       288900.20
  1922        50-54           123789.09       137558.08       261347.17
  1922        55-59           103162.91       119734.33       222897.24
  1922        60-64            82663.40        95314.85       177978.25
  1922        65-69            54813.23        62563.24       117376.47
  1922        70-74            33122.60        35349.45        68472.05
  1922        75-79            21342.36        20317.76        41660.12
  1922        80-84            12047.92        10986.74        23034.65
  1922        85-89             4947.79         4185.74         9133.53
  1922        90-94             1393.63         1169.44         2563.07
  1922        95-99              263.60          210.31          473.90
  1922       100-104              30.79           34.78           65.57
  1922       105-109               0.48            5.76            6.23
  1922       110+                  0.00            1.24            1.24
  1923           0             64132.93        66700.24       130833.17
  1923         1-4            241467.16       251274.09       492741.25
  1923         5-9            295639.67       304319.17       599958.84
  1923        10-14           277433.40       284285.28       561718.67
  1923        15-19           244702.80       252682.70       497385.51
  1923        20-24           231129.27       230697.95       461827.22
  1923        25-29           234617.41       222154.84       456772.24
  1923        30-34           231567.22       233159.57       464726.79
  1923        35-39           204857.04       214488.32       419345.37
  1923        40-44           173248.63       182802.08       356050.71
  1923        45-49           143766.29       152844.26       296610.55
  1923        50-54           126886.09       139931.89       266817.97
  1923        55-59           106364.98       122336.22       228701.20
  1923        60-64            86587.01       100064.46       186651.47
  1923        65-69            59485.11        67584.96       127070.07
  1923        70-74            34597.60        37500.03        72097.63
  1923        75-79            21838.73        20942.06        42780.78
  1923        80-84            12460.80        11220.12        23680.92
  1923        85-89             4886.44         4082.88         8969.32
  1923        90-94             1421.39         1198.39         2619.78
  1923        95-99              272.26          215.24          487.49
  1923       100-104              32.09           31.33           63.42
  1923       105-109               1.22            5.43            6.66
  1923       110+                  0.00            1.00            1.00
  1924           0             63682.81        65961.63       129644.44
  1924         1-4            247088.28       256964.70       504052.98
  1924         5-9            292585.81       302266.59       594852.39
  1924        10-14           286162.72       292811.40       578974.12
  1924        15-19           251627.43       261462.19       513089.63
  1924        20-24           232733.13       236807.86       469540.99
  1924        25-29           233849.52       224445.50       458295.02
  1924        30-34           235238.52       234080.22       469318.74
  1924        35-39           211676.06       222256.07       433932.13
  1924        40-44           178849.37       189277.86       368127.23
  1924        45-49           148296.33       158222.37       306518.69
  1924        50-54           129585.33       141577.54       271162.86
  1924        55-59           109863.72       124857.20       234720.92
  1924        60-64            90160.78       104313.35       194474.13
  1924        65-69            63884.02        72183.53       136067.55
  1924        70-74            36549.64        40101.41        76651.05
  1924        75-79            22341.21        21642.81        43984.02
  1924        80-84            12871.19        11426.59        24297.77
  1924        85-89             4859.85         4051.26         8911.11
  1924        90-94             1445.50         1178.51         2624.00
  1924        95-99              269.04          218.58          487.62
  1924       100-104              29.62           30.52           60.15
  1924       105-109               2.69            7.12            9.81
  1924       110+                  0.00            0.51            0.51
  1925           0             63869.26        66035.45       129904.71
  1925         1-4            250647.02       259869.73       510516.75
  1925         5-9            291733.17       302337.41       594070.58
  1925        10-14           294152.47       300452.96       594605.43
  1925        15-19           258855.38       270661.21       529516.59
  1925        20-24           235312.76       245192.08       480504.84
  1925        25-29           234555.58       230057.91       464613.49
  1925        30-34           238034.56       234454.59       472489.15
  1925        35-39           217473.27       228298.90       445772.17
  1925        40-44           184474.74       195526.32       380001.06
  1925        45-49           153674.34       163998.51       317672.84
  1925        50-54           131883.36       142122.99       274006.35
  1925        55-59           113313.51       126830.23       240143.74
  1925        60-64            92933.62       107081.98       200015.60
  1925        65-69            67882.22        76180.47       144062.69
  1925        70-74            39077.31        43052.81        82130.11
  1925        75-79            22991.89        22418.54        45410.43
  1925        80-84            13236.34        11557.76        24794.10
  1925        85-89             5011.50         4194.67         9206.17
  1925        90-94             1505.56         1135.93         2641.49
  1925        95-99              275.70          219.30          494.99
  1925       100-104              28.31           33.38           61.69
  1925       105-109               4.70            7.96           12.66
  1925       110+                  0.00            0.46            0.46
  1926           0             63449.78        65876.02       129325.80
  1926         1-4            251614.09       259964.66       511578.74
  1926         5-9            295373.75       306602.10       601975.85
  1926        10-14           299440.21       305993.74       605433.95
  1926        15-19           266884.44       279433.87       546318.30
  1926        20-24           239345.48       255070.42       494415.90
  1926        25-29           236107.48       237713.44       473820.92
  1926        30-34           239728.64       234526.84       474255.48
  1926        35-39           223301.76       233246.91       456548.67
  1926        40-44           190377.38       201778.28       392155.65
  1926        45-49           159399.78       169848.52       329248.30
  1926        50-54           133984.00       142551.31       276535.31
  1926        55-59           116588.45       128380.03       244968.47
  1926        60-64            95232.54       108652.88       203885.42
  1926        65-69            71279.32        79553.62       150832.93
  1926        70-74            42254.06        46303.36        88557.42
  1926        75-79            23641.14        23317.31        46958.45
  1926        80-84            13504.93        11594.26        25099.18
  1926        85-89             5225.30         4282.45         9507.74
  1926        90-94             1572.45         1122.83         2695.28
  1926        95-99              285.56          212.47          498.04
  1926       100-104              29.33           35.14           64.47
  1926       105-109               3.77            7.45           11.22
  1926       110+                  0.00            0.49            0.49
  1927           0             62765.93        65457.03       128222.96
  1927         1-4            250958.78       258811.37       509770.15
  1927         5-9            301050.50       312828.61       613879.11
  1927        10-14           302105.15       309233.37       611338.52
  1927        15-19           275233.24       288161.23       563394.48
  1927        20-24           245530.73       265648.52       511179.25
  1927        25-29           238235.75       246341.47       484577.22
  1927        30-34           240198.93       234628.92       474827.85
  1927        35-39           229248.40       237391.60       466640.01
  1927        40-44           197157.13       208808.13       405965.26
  1927        45-49           164973.37       175622.83       340596.21
  1927        50-54           136435.91       144158.41       280594.32
  1927        55-59           119283.58       129500.81       248784.38
  1927        60-64            97684.20       109777.12       207461.31
  1927        65-69            74254.17        82655.58       156909.75
  1927        70-74            45904.34        49727.73        95632.07
  1927        75-79            24341.06        24267.62        48608.68
  1927        80-84            13743.20        11669.60        25412.80
  1927        85-89             5388.68         4297.29         9685.97
  1927        90-94             1613.74         1124.21         2737.95
  1927        95-99              290.55          209.83          500.37
  1927       100-104              27.82           34.44           62.26
  1927       105-109               1.98            8.16           10.15
  1927       110+                  0.00            0.00            0.00
  1928           0             62485.78        65527.78       128013.55
  1928         1-4            249610.21       257487.93       507098.14
  1928         5-9            307051.59       319027.38       626078.96
  1928        10-14           301689.32       309417.89       611107.22
  1928        15-19           283786.27       296733.32       580519.59
  1928        20-24           253258.99       275767.90       529026.89
  1928        25-29           240659.66       254181.97       494841.64
  1928        30-34           239695.45       235230.83       474926.28
  1928        35-39           233915.10       239403.72       473318.82
  1928        40-44           204481.96       216005.00       420486.96
  1928        45-49           170146.87       181222.21       351369.08
  1928        50-54           139463.44       147037.70       286501.13
  1928        55-59           121281.64       129973.45       251255.09
  1928        60-64           100460.69       110727.95       211188.64
  1928        65-69            77154.16        85603.52       162757.68
  1928        70-74            49603.01        52975.37       102578.38
  1928        75-79            25266.84        25394.10        50660.93
  1928        80-84            13983.25        11860.74        25843.99
  1928        85-89             5537.10         4413.22         9950.31
  1928        90-94             1593.60         1112.97         2706.57
  1928        95-99              289.40          218.23          507.64
  1928       100-104              27.53           32.30           59.83
  1928       105-109               1.98            7.74            9.73
  1928       110+                  0.00            0.46            0.46
  1929           0             61426.79        64801.41       126228.19
  1929         1-4            247779.82       256362.95       504142.77
  1929         5-9            312596.94       323867.71       636464.65
  1929        10-14           298456.62       307187.99       605644.61
  1929        15-19           292862.93       304101.44       596964.37
  1929        20-24           260628.26       283479.36       544107.62
  1929        25-29           242556.93       259622.64       502179.58
  1929        30-34           239099.02       236812.68       475911.71
  1929        35-39           236858.77       238768.76       475627.53
  1929        40-44           210949.70       221720.03       432669.72
  1929        45-49           175047.05       186445.52       361492.56
  1929        50-54           143193.04       150841.59       294034.63
  1929        55-59           123007.54       129922.64       252930.18
  1929        60-64           103258.74       111448.19       214706.93
  1929        65-69            79830.23        88004.17       167834.40
  1929        70-74            53127.01        55948.73       109075.73
  1929        75-79            26493.42        26818.78        53312.20
  1929        80-84            14297.64        12178.53        26476.17
  1929        85-89             5698.41         4517.64        10216.05
  1929        90-94             1529.93         1098.24         2628.17
  1929        95-99              299.38          214.33          513.70
  1929       100-104              26.88           31.44           58.32
  1929       105-109               2.48            6.22            8.69
  1929       110+                  0.24            0.49            0.72
  1930           0             60026.88        63104.84       123131.72
  1930         1-4            244545.20       254302.05       498847.25
  1930         5-9            315429.08       325399.62       640828.70
  1930        10-14           296550.62       306531.19       603081.81
  1930        15-19           300323.36       309113.89       609437.25
  1930        20-24           267025.98       288066.86       555092.84
  1930        25-29           243905.60       263267.58       507173.18
  1930        30-34           239151.89       239742.74       478894.64
  1930        35-39           238453.47       236640.52       475093.99
  1930        40-44           216120.88       225589.15       441710.03
  1930        45-49           180073.79       191169.37       371243.17
  1930        50-54           147796.90       155622.04       303418.93
  1930        55-59           124757.55       129747.98       254505.53
  1930        60-64           105984.02       112151.32       218135.34
  1930        65-69            82206.24        89703.58       171909.82
  1930        70-74            56476.93        58901.17       115378.11
  1930        75-79            28246.44        28547.02        56793.45
  1930        80-84            14891.44        12816.82        27708.26
  1930        85-89             5934.85         4577.93        10512.78
  1930        90-94             1534.50         1129.75         2664.24
  1930        95-99              329.68          196.67          526.35
  1930       100-104              25.04           32.45           57.49
  1930       105-109               2.49            5.46            7.95
  1930       110+                  0.74            0.23            0.97
  1931           0             57770.04        60476.59       118246.64
  1931         1-4            240619.97       251122.35       491742.32
  1931         5-9            314162.72       323085.85       637248.57
  1931        10-14           298590.04       309544.17       608134.22
  1931        15-19           304258.81       311403.98       615662.79
  1931        20-24           273227.33       290864.31       564091.64
  1931        25-29           245660.68       266569.33       512230.01
  1931        30-34           239427.07       243495.23       482922.30
  1931        35-39           238520.88       233888.04       472408.92
  1931        40-44           220997.75       228562.98       449560.74
  1931        45-49           185602.07       195946.99       381549.06
  1931        50-54           152898.24       160998.39       313896.62
  1931        55-59           126659.50       130178.38       256837.88
  1931        60-64           108635.13       113053.61       221688.74
  1931        65-69            84581.83        90851.22       175433.05
  1931        70-74            59375.41        61725.72       121101.14
  1931        75-79            30699.96        30597.45        61297.41
  1931        80-84            15572.19        13640.33        29212.52
  1931        85-89             6219.33         4661.49        10880.82
  1931        90-94             1613.12         1174.30         2787.42
  1931        95-99              341.47          193.79          535.26
  1931       100-104              26.96           31.72           58.68
  1931       105-109               1.75            4.95            6.69
  1931       110+                  0.51            0.24            0.75
  1932           0             54434.70        57133.10       111567.80
  1932         1-4            235682.19       246460.39       482142.58
  1932         5-9            310912.80       319262.20       630175.00
  1932        10-14           302566.95       314220.27       616787.22
  1932        15-19           305172.70       311520.31       616693.02
  1932        20-24           279351.22       293869.39       573220.61
  1932        25-29           249095.05       270598.56       519693.61
  1932        30-34           239778.37       247621.16       487399.53
  1932        35-39           237141.65       231367.03       468508.68
  1932        40-44           225593.59       230833.26       456426.85
  1932        45-49           191881.16       201451.57       393332.73
  1932        50-54           157796.70       166196.50       323993.20
  1932        55-59           128860.86       131835.12       260695.99
  1932        60-64           110680.20       113774.63       224454.83
  1932        65-69            87208.69        91650.50       178859.19
  1932        70-74            61750.39        64227.18       125977.57
  1932        75-79            33574.92        32822.43        66397.34
  1932        80-84            16188.33        14329.58        30517.92
  1932        85-89             6416.41         4727.50        11143.91
  1932        90-94             1701.57         1215.05         2916.62
  1932        95-99              324.11          201.70          525.81
  1932       100-104              28.97           29.52           58.49
  1932       105-109               1.74            3.49            5.22
  1932       110+                  0.00            0.00            0.00
  1933           0             52423.38        55044.60       107467.98
  1933         1-4            228221.31       238920.59       467141.89
  1933         5-9            307965.29       316418.81       624384.10
  1933        10-14           307220.72       318919.54       626140.26
  1933        15-19           303007.82       309409.76       612417.58
  1933        20-24           285805.42       297923.82       583729.24
  1933        25-29           254250.54       275451.61       529702.15
  1933        30-34           240227.49       251618.78       491846.27
  1933        35-39           235291.92       230199.23       465491.15
  1933        40-44           228911.27       231599.90       460511.16
  1933        45-49           198631.46       207401.47       406032.94
  1933        50-54           162396.50       171197.19       333593.68
  1933        55-59           131639.04       134714.58       266353.63
  1933        60-64           112129.36       114149.63       226278.99
  1933        65-69            90009.21        92428.03       182437.24
  1933        70-74            64050.92        66424.58       130475.49
  1933        75-79            36422.68        35046.31        71468.98
  1933        80-84            16948.13        15006.03        31954.16
  1933        85-89             6541.55         4802.89        11344.44
  1933        90-94             1772.80         1270.28         3043.08
  1933        95-99              305.74          216.74          522.48
  1933       100-104              29.96           29.80           59.75
  1933       105-109               1.99            2.20            4.19
  1933       110+                  0.00            0.00            0.00
  1934           0             52060.86        54302.89       106363.74
  1934         1-4            219951.04       230024.36       449975.40
  1934         5-9            304659.62       314166.99       618826.61
  1934        10-14           312068.62       322561.94       634630.56
  1934        15-19           298502.73       306059.10       604561.83
  1934        20-24           293208.99       302675.49       595884.48
  1934        25-29           259748.09       280223.50       539971.58
  1934        30-34           240426.27       255117.46       495543.73
